Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked,Neighborhood
Sunny,Yorksire Terrier,"(42.36630249, -71.10996848)",42.36630249,-71.10996848,Riverside
Susie,Mix,"(42.38780849, -71.13988729)",42.38780849,-71.13988729,Neighborhood Nine
Susie,Border Collie,"(42.37615055, -71.15103782)",42.37615055,-71.15103782,Strawberry Hill
Susie,Dachshund,"(42.39354135, -71.15647418)",42.39354135,-71.15647418,Cambridge Highlands
Sweet Dill Pickle,Pit Bull,"(42.3621425, -71.10417872)",42.3621425,-71.10417872,Cambridgeport
Sweet Dill Pickle,Pit Bull,"(42.36133193, -71.10427764)",42.36133193,-71.10427764,Cambridgeport
Sweetie,Beagle,"(42.3728978, -71.1264826)",42.3728978,-71.1264826,West Cambridge
Sybil,Labrador Retriever,"(42.37850331, -71.13897867)",42.37850331,-71.13897867,West Cambridge
Sydney,Terrier,"(42.37301204, -71.09701167)",42.37301204,-71.09701167,Wellington-Harrington
Sydney,Labradoddle,"(42.37826697, -71.14927007)",42.37826697,-71.14927007,Strawberry Hill
Sydney,Labrador Retriever,"(42.37324098, -71.12353391)",42.37324098,-71.12353391,West Cambridge
Sydney,French Bulldog,"(42.36757424, -71.11364495)",42.36757424,-71.11364495,Riverside
Sydney,Welsh Springer Spaniel,"(42.37871265, -71.1225194)",42.37871265,-71.1225194,Neighborhood Nine
Sydney,Yorkshire Terrier,"(42.39366848, -71.14268293)",42.39366848,-71.14268293,North Cambridge
Sydney Salguero,Labraddoodle,"(42.37826199, -71.14888916)",42.37826199,-71.14888916,Strawberry Hill
Sylvie,German Shepherd,"(42.39639088, -71.13047909)",42.39639088,-71.13047909,North Cambridge
Sylvie,Manchester Terrier,"(42.38210093, -71.13703447)",42.38210093,-71.13703447,West Cambridge
Taco,Cocker Spaniel,"(42.39358665, -71.12540567)",42.39358665,-71.12540567,North Cambridge
Taffy,Kelpie,"(42.36865674, -71.10593929)",42.36865674,-71.10593929,Mid-Cambridge
Tagalong,Lab Mix,"(42.38464959, -71.13578432)",42.38464959,-71.13578432,Neighborhood Nine
Taigh,Labrador Retriever,"(42.39462243, -71.1314308)",42.39462243,-71.1314308,North Cambridge
Taj,German Shepherd,"(42.36595134, -71.09884903)",42.36595134,-71.09884903,The Port
Taji,Rhodesian Ridgeback,"(42.38051901, -71.14169413)",42.38051901,-71.14169413,West Cambridge
Taji,English Bulldog,"(42.37344119, -71.10888406)",42.37344119,-71.10888406,Mid-Cambridge
Takibi,Shiba Inu,"(42.38109578, -71.12801187)",42.38109578,-71.12801187,West Cambridge
Tak Tak,Border Collie,"(42.39627768, -71.13481667)",42.39627768,-71.13481667,North Cambridge
Tak Tak,Border Collie,"(42.39726117, -71.13479079)",42.39726117,-71.13479079,North Cambridge
Tala,Golden Doodle,"(42.36865197, -71.1084729)",42.36865197,-71.1084729,Mid-Cambridge
Tamarin,Tosa Inu,"(42.36314662, -71.09711869)",42.36314662,-71.09711869,The Port
Tammi,Shih Tzu,"(42.37309486, -71.09026192)",42.37309486,-71.09026192,Wellington-Harrington
Tandy,Heeler,"(42.38653043, -71.12632965)",42.38653043,-71.12632965,Neighborhood Nine
Tango,German Shepherd,"(42.37092724, -71.09635468)",42.37092724,-71.09635468,Wellington-Harrington
Tango-Raffles,Welsh Terrier,"(42.36258283, -71.07765655)",42.36258283,-71.07765655,East Cambridge
Tank,German Shepherd,"(42.382035, -71.14043864)",42.382035,-71.14043864,West Cambridge
Tank,Goldendoodle,"(42.37113913, -71.10335944)",42.37113913,-71.10335944,Mid-Cambridge
Tanner,Vizsla,"(42.39960392, -71.13270251)",42.39960392,-71.13270251,North Cambridge
Tara,Shih Tzu,"(42.36901331, -71.0849739)",42.36901331,-71.0849739,East Cambridge
Tara,Bichon Frise,"(42.37391736, -71.10120619)",42.37391736,-71.10120619,Mid-Cambridge
Tash,Labrador Retriever,"(42.37937054, -71.13825353)",42.37937054,-71.13825353,West Cambridge
Tasha,Boston Terrier,"(42.38016223, -71.11181166)",42.38016223,-71.11181166,Agassiz
Tashi,Shih Tzu,"(42.38211565, -71.1352804)",42.38211565,-71.1352804,West Cambridge
Tashi,Lhasa Apso,"(42.38448395, -71.12215288)",42.38448395,-71.12215288,Neighborhood Nine
Tashi,Tibetan Terrier,"(42.37831572, -71.12414333)",42.37831572,-71.12414333,West Cambridge
Tashi,Bhutan Mastiff,"(42.37020622, -71.07967003)",42.37020622,-71.07967003,East Cambridge
Tashmoo,Golden Doodle,"(42.36958677, -71.09512123)",42.36958677,-71.09512123,Wellington-Harrington
Tatanka,Toy Poodle,"(42.38329412, -71.13028294)",42.38329412,-71.13028294,Neighborhood Nine
Tatiana,Maltipoo,"(42.38539869, -71.13732548)",42.38539869,-71.13732548,Neighborhood Nine
Tatoo,Beagle,"(42.38318875, -71.11521433)",42.38318875,-71.11521433,Agassiz
Tatum,Norfolk Terrier,"(42.37597509, -71.14215495)",42.37597509,-71.14215495,West Cambridge
Taxi,Cockerpoo,"(42.38025015, -71.15115784)",42.38025015,-71.15115784,Strawberry Hill
Taylor,Labrador Retriever Mix,"(42.38465489, -71.13018276)",42.38465489,-71.13018276,Neighborhood Nine
Taz,Australian Cattle Dog,"(42.38239571, -71.14448365)",42.38239571,-71.14448365,West Cambridge
Taz,Australian Terrier,"(42.39987681, -71.13582858)",42.39987681,-71.13582858,North Cambridge
Taz,Australian Shepherd,"(42.35943321, -71.11115827)",42.35943321,-71.11115827,Cambridgeport
Taza,Collie,"(42.3727502, -71.12568807)",42.3727502,-71.12568807,West Cambridge
Tazo,Australian Shepherd,"(42.37567446, -71.10963762)",42.37567446,-71.10963762,Mid-Cambridge
Tea-Leaf,Australian Shepherd,"(42.3917666, -71.14662509)",42.3917666,-71.14662509,Cambridge Highlands
Ted,West High Land Terrier,"(42.38949737, -71.14393301)",42.38949737,-71.14393301,Cambridge Highlands
Teddy,Shih Tzu,"(42.37374999, -71.09503836)",42.37374999,-71.09503836,Wellington-Harrington
Teddy,Golden Doodle,"(42.39698154, -71.13303424)",42.39698154,-71.13303424,North Cambridge
Teddy,Toy Poodle,"(42.35784147, -71.10742322)",42.35784147,-71.10742322,Cambridgeport
Teddy,Norfolk Terrier,"(42.37626665, -71.13587629)",42.37626665,-71.13587629,West Cambridge
Teddy,Cavalier King Charles Spaniel,"(42.37942304, -71.14515309)",42.37942304,-71.14515309,West Cambridge
Teddy,Puggle,"(42.37193353, -71.0820515)",42.37193353,-71.0820515,East Cambridge
Teddy,Corgi,"(42.37356443, -71.10715548)",42.37356443,-71.10715548,Mid-Cambridge
Teddy,Hound,"(42.37116689, -71.07894893)",42.37116689,-71.07894893,East Cambridge
Teddy,Malteepoo,"(42.37218495, -71.12326013)",42.37218495,-71.12326013,West Cambridge
Teddy,Miniature Poodle,"(42.38663712, -71.12024475)",42.38663712,-71.12024475,Neighborhood Nine
Teddy,Terrier,"(42.36085145, -71.11101942)",42.36085145,-71.11101942,Cambridgeport
Teddy,Miniature Labradoodle,"(42.38518104, -71.1295842)",42.38518104,-71.1295842,Neighborhood Nine
Teddy,Standard Poodle,"(42.35666322, -71.10986611)",42.35666322,-71.10986611,Cambridgeport
Teddy,Cockerpoo,"(42.36430982, -71.10918672)",42.36430982,-71.10918672,Riverside
Teddy,Alaskan Klee Kai,"(42.39244431, -71.1454801)",42.39244431,-71.1454801,Cambridge Highlands
Teddy,Jack Russel Mix,"(42.37070263, -71.07506721)",42.37070263,-71.07506721,East Cambridge
Teddy,Yorkshire Terrier,"(42.37503209, -71.12897772)",42.37503209,-71.12897772,West Cambridge
Teddy,Yorksire Terrier,"(42.36903025, -71.10117929)",42.36903025,-71.10117929,Mid-Cambridge
Teddy,Springer Spaniel,"(42.36197908, -71.10799134)",42.36197908,-71.10799134,Cambridgeport
Teddy,Yorksire Terrier,"(42.37156479, -71.08619522)",42.37156479,-71.08619522,East Cambridge
Tedy,Labrador Retriever,"(42.37759478, -71.12729024)",42.37759478,-71.12729024,West Cambridge
Teeko,Beagle,"(42.38699216, -71.13075289)",42.38699216,-71.13075289,Neighborhood Nine
Tejka,Siberian Husky,"(42.37272731, -71.10183125)",42.37272731,-71.10183125,Mid-Cambridge
Teldra,Dachshund,"(42.36241673, -71.11250023)",42.36241673,-71.11250023,Cambridgeport
Tello,Poodle,"(42.37639502, -71.12820863)",42.37639502,-71.12820863,West Cambridge
Tennessee,Corgi,"(42.37746781, -71.15184889)",42.37746781,-71.15184889,Strawberry Hill
Tenoch,Chihuahua,"(42.36971788, -71.07130479)",42.36971788,-71.07130479,East Cambridge
Tequila,Chihuahua,"(42.36729268, -71.09627816)",42.36729268,-71.09627816,The Port
Tesia,German Shorthair Pointer,"(42.3758165, -71.12267988)",42.3758165,-71.12267988,West Cambridge
Tesla,Chow Chow Mix,"(42.37302441, -71.1115642)",42.37302441,-71.1115642,Mid-Cambridge
Tesla,Boston Terrier,"(42.38732034, -71.13553544)",42.38732034,-71.13553544,Neighborhood Nine
Tess,Hound,"(42.36207478, -71.10665015)",42.36207478,-71.10665015,Cambridgeport
Tess,TERR MX,"(42.38428154, -71.12985812)",42.38428154,-71.12985812,Neighborhood Nine
Tessa,Labradoodle,"(42.38965976, -71.12754951)",42.38965976,-71.12754951,Neighborhood Nine
Tex,Bernese Mountain Dog,"(42.36647676, -71.09487374)",42.36647676,-71.09487374,The Port
Thatcher,Labrador Retriever,"(42.38568549, -71.12144779)",42.38568549,-71.12144779,Neighborhood Nine
Thatcher,Labrador Retriever,"(42.36419836, -71.10750863)",42.36419836,-71.10750863,Cambridgeport
Thea,American Eskimo,"(42.38708317, -71.12429435)",42.38708317,-71.12429435,Neighborhood Nine
Thelma,Portuguese Water Dog,"(42.39126581, -71.13038597)",42.39126581,-71.13038597,North Cambridge
Theo,English Springer Spaniel,"(42.38579987, -71.11942106)",42.38579987,-71.11942106,Neighborhood Nine
Theo,Schnauzer,"(42.36986257, -71.08265042)",42.36986257,-71.08265042,East Cambridge
Theo,,"(42.37585291, -71.12769962)",42.37585291,-71.12769962,West Cambridge
Theo,Black Lab Miix,"(42.37969259, -71.11935422)",42.37969259,-71.11935422,Neighborhood Nine
Theo,Portuguese Water Dog,"(42.38714072, -71.12118659)",42.38714072,-71.12118659,Neighborhood Nine
Theodore,Tibetan Terrier,"(42.38653118, -71.13222915)",42.38653118,-71.13222915,Neighborhood Nine
Theodore,Cavalier King Charles Spaniel,"(42.38417145, -71.13404659)",42.38417145,-71.13404659,Neighborhood Nine
Theodore,Beagle,"(42.38876621, -71.14505618)",42.38876621,-71.14505618,Cambridge Highlands
The Truff,Pointer,"(42.38562793, -71.12748188)",42.38562793,-71.12748188,Neighborhood Nine
Thisbe,Poodle,"(42.3745634, -71.10703548)",42.3745634,-71.10703548,Mid-Cambridge
Thistle,Terrier,"(42.39080432, -71.12510889)",42.39080432,-71.12510889,North Cambridge
Thomas,Golden Retriever,"(42.35999411, -71.10624232)",42.35999411,-71.10624232,Cambridgeport
Thomas Jefferson,Minature Poodle,"(42.37901256, -71.15179338)",42.37901256,-71.15179338,Strawberry Hill
Thor,Samoyed,"(42.38457699, -71.11834895)",42.38457699,-71.11834895,Agassiz
Thor,Golden Retriever,"(42.36877939, -71.11577434)",42.36877939,-71.11577434,Riverside
Thumbelina,Dachshund,"(42.37190533, -71.10920916)",42.37190533,-71.10920916,Mid-Cambridge
Thunder,Labrador Retriever,"(42.36049788, -71.11049892)",42.36049788,-71.11049892,Cambridgeport
Thunderpaws,Labrador Retriever Mix,"(42.37442742, -71.09874907)",42.37442742,-71.09874907,Wellington-Harrington
Tia,Labrador Retriever,"(42.38834816, -71.12686269)",42.38834816,-71.12686269,Neighborhood Nine
Tia,Terrier Mix,"(42.35527807, -71.1116784)",42.35527807,-71.1116784,Cambridgeport
Tibby,Golden Retriever,"(42.38034868, -71.13662899)",42.38034868,-71.13662899,West Cambridge
Tiberius,Labrador Retriever,"(42.36473113, -71.09875688)",42.36473113,-71.09875688,The Port
Tibor,Newfoundland,"(42.38719472, -71.12596911)",42.38719472,-71.12596911,Neighborhood Nine
Ticho,Miniature Dachshund,"(42.38082229, -71.14162697)",42.38082229,-71.14162697,West Cambridge
Tie,Labrador Retriever Mix,"(42.36990084, -71.12059455)",42.36990084,-71.12059455,Riverside
Tiger,Cockerpoo,"(42.37780374, -71.13027457)",42.37780374,-71.13027457,West Cambridge
Tiger,Border Collie Lab Mix,"(42.39276846, -71.14571546)",42.39276846,-71.14571546,Cambridge Highlands
Tigeree,Miniature Schnauzer,"(42.36918801, -71.0947279)",42.36918801,-71.0947279,The Port
Tigris,Terrier Mix,"(42.3813168, -71.13637477)",42.3813168,-71.13637477,West Cambridge
Tika,Mix,"(42.38505001, -71.13116164)",42.38505001,-71.13116164,Neighborhood Nine
Tikaani,Alaskan Malamute,"(42.37776764, -71.10855358)",42.37776764,-71.10855358,Agassiz
Tiki,Collie,"(42.35729228, -71.11269866)",42.35729228,-71.11269866,Cambridgeport
Tillie,Boxer,"(42.36417216, -71.10906067)",42.36417216,-71.10906067,Riverside
Tillie,Cockerpoo,"(42.38592361, -71.11945225)",42.38592361,-71.11945225,Neighborhood Nine
Tilly,Cairn Terrier,"(42.37561584, -71.13708675)",42.37561584,-71.13708675,West Cambridge
Tilly,Australian Cattle Dog,"(42.36983015, -71.11257043)",42.36983015,-71.11257043,Mid-Cambridge
Tilly,Golden Doodle,"(42.3689074, -71.10749267)",42.3689074,-71.10749267,Mid-Cambridge
Tilly,Mutt,"(42.39132808, -71.14655895)",42.39132808,-71.14655895,Cambridge Highlands
Tilly,Terrier,"(42.36836598, -71.0957119)",42.36836598,-71.0957119,The Port
Timber,Beagle Mix,"(42.39901533, -71.1413588)",42.39901533,-71.1413588,North Cambridge
Timmy,Golden Retriever,"(42.37112414, -71.08878958)",42.37112414,-71.08878958,Wellington-Harrington
Timmy,Foxhound,"(42.36968646, -71.0826567)",42.36968646,-71.0826567,East Cambridge
Timmy Tango,Labrador Retriever,"(42.36749742, -71.0979015)",42.36749742,-71.0979015,The Port
Tinker,Labradodle,"(42.38375337, -71.12942583)",42.38375337,-71.12942583,Neighborhood Nine
Tinker,Yorksire Terrier,"(42.37859434, -71.1544404)",42.37859434,-71.1544404,Strawberry Hill
Tinkerbell,Labrador Retriever,"(42.3713274, -71.0992869)",42.3713274,-71.0992869,The Port
Tiny,Cattledog Mix,"(42.36864922, -71.11486025)",42.36864922,-71.11486025,Riverside
Tiny,Feist,"(42.36500514, -71.1091117)",42.36500514,-71.1091117,Riverside
Tip,Mix,"(42.37737927, -71.12531314)",42.37737927,-71.12531314,West Cambridge
Tippi,Mixed,"(42.36984376, -71.10034673)",42.36984376,-71.10034673,The Port
Tipu Sultan,Standard Poodle,"(42.37547913, -71.130093)",42.37547913,-71.130093,West Cambridge
Titan,Min-Pin Italian Greyhound,"(42.40020755, -71.15264454)",42.40020755,-71.15264454,North Cambridge
Titan,Puggle,"(42.36289739, -71.10980348)",42.36289739,-71.10980348,Cambridgeport
Tito,Sato,"(42.36496382, -71.10411908)",42.36496382,-71.10411908,Cambridgeport
Tito,French Bulldog,"(42.35716182, -71.11280326)",42.35716182,-71.11280326,Cambridgeport
Titus,Mini Goldendoodle,"(42.35928483, -71.10505449)",42.35928483,-71.10505449,Cambridgeport
Tj,Cavalier King Charles Spaniel,"(42.3809687, -71.14305177)",42.3809687,-71.14305177,West Cambridge
Tjapo,Golden Retriever,"(42.37269487, -71.1045136)",42.37269487,-71.1045136,Mid-Cambridge
Toaster,Miniature Schnauzer,"(42.37939213, -71.14240446)",42.37939213,-71.14240446,West Cambridge
Tobe,Australian Shepherd,"(42.36349505, -71.11441143)",42.36349505,-71.11441143,Riverside
Tobermory,Spitz,"(42.38323333, -71.13147659)",42.38323333,-71.13147659,West Cambridge
Tobi,Shih Tzu,"(42.35622794, -71.09584307)",42.35622794,-71.09584307,Area 2/MIT
Tobias,Miniature Poodle,"(42.39081605, -71.12112287)",42.39081605,-71.12112287,North Cambridge
Tobie,Havanese,"(42.38955414, -71.12825588)",42.38955414,-71.12825588,Neighborhood Nine
Toby,Lab Mix,"(42.37014833, -71.07437789)",42.37014833,-71.07437789,East Cambridge
Toby,Poodle,"(42.3778131, -71.15161214)",42.3778131,-71.15161214,Strawberry Hill
Toby,Havaneese/Toy Poodle,"(42.37087828, -71.12416658)",42.37087828,-71.12416658,West Cambridge
Toby,Lab Mix,"(42.37013681, -71.09489862)",42.37013681,-71.09489862,Wellington-Harrington
Toby,Boxer,"(42.39574282, -71.12907056)",42.39574282,-71.12907056,North Cambridge
Toby,Rat Terrier,"(42.37044623, -71.10751703)",42.37044623,-71.10751703,Mid-Cambridge
Toby,Golden Retriever,"(42.39582317, -71.13372477)",42.39582317,-71.13372477,North Cambridge
Toby,Golden Retriever,"(42.39435304, -71.13370571)",42.39435304,-71.13370571,North Cambridge
Toby,Bichon-Poodle,"(42.39600912, -71.12924817)",42.39600912,-71.12924817,North Cambridge
Toby,Lhasa Poo,"(42.36979016, -71.07133176)",42.36979016,-71.07133176,East Cambridge
Toby,Newfoundland,"(42.35683349, -71.10743319)",42.35683349,-71.10743319,Cambridgeport
Toby,Shih Tzu Mix,"(42.37995219, -71.12472674)",42.37995219,-71.12472674,Neighborhood Nine
Toby,Bernese Mountain Dog,"(42.37501599, -71.12377684)",42.37501599,-71.12377684,West Cambridge
Toby,Yorkshire Terrier,"(42.36877914, -71.10436098)",42.36877914,-71.10436098,Mid-Cambridge
Toby,Yorksire Terrier,"(42.36745407, -71.10388933)",42.36745407,-71.10388933,Mid-Cambridge
Toffy,Weimainer,"(42.36920068, -71.07393389)",42.36920068,-71.07393389,East Cambridge
Toki,DACHSHUND CHIHUAHUA MIX,"(42.39499865, -71.15648364)",42.39499865,-71.15648364,Cambridge Highlands
Tomato,Corgi,"(42.39407126, -71.14710939)",42.39407126,-71.14710939,North Cambridge
Tomi,Poodle,"(42.38776873, -71.12442648)",42.38776873,-71.12442648,Neighborhood Nine
Tommy,Chihuahua Mix,"(42.36125239, -71.10039478)",42.36125239,-71.10039478,Cambridgeport
Tommy,Collie,"(42.39651954, -71.13095949)",42.39651954,-71.13095949,North Cambridge
Tommy,Mix,"(42.37135397, -71.11448029)",42.37135397,-71.11448029,Riverside
Tommy,Long Hair Chihuahua,"(42.38387169, -71.13650154)",42.38387169,-71.13650154,West Cambridge
Toni,Australian Shepherd,"(42.37000618, -71.10410366)",42.37000618,-71.10410366,Mid-Cambridge
Tonka,Maltese,"(42.36981614, -71.08360056)",42.36981614,-71.08360056,East Cambridge
Tonka,Boxer,"(42.37856967, -71.1070197)",42.37856967,-71.1070197,Mid-Cambridge
Tonks,Springer,"(42.38863406, -71.12642429)",42.38863406,-71.12642429,Neighborhood Nine
Tony,Labrador Retriever,"(42.38856409, -71.14407838)",42.38856409,-71.14407838,Cambridge Highlands
Tootsie,Chihuahua Mix,"(42.3939412, -71.13128955)",42.3939412,-71.13128955,North Cambridge
Topaz,German Shepherd,"(42.39082861, -71.12141372)",42.39082861,-71.12141372,North Cambridge
Tori Faye,Chihuahua,"(42.35814466, -71.11262644)",42.35814466,-71.11262644,Cambridgeport
Tosca,Basset Hound,"(42.39206458, -71.14538999)",42.39206458,-71.14538999,Cambridge Highlands
Tosha,Border Collie,"(42.35969456, -71.11426586)",42.35969456,-71.11426586,Cambridgeport
Toto,Mix,"(42.37241552, -71.11322009)",42.37241552,-71.11322009,Mid-Cambridge
Totoro,Great Pyrenese,"(42.37127601, -71.09841603)",42.37127601,-71.09841603,The Port
Toulouse,French Bulldog,"(42.36764972, -71.10912534)",42.36764972,-71.10912534,Mid-Cambridge
Toulouse,Dachshund,"(42.37058329, -71.1032618)",42.37058329,-71.1032618,Mid-Cambridge
Trace,Labrador Retriever,"(42.39650571, -71.13251062)",42.39650571,-71.13251062,North Cambridge
Trapper,Shetland Sheepdog,"(42.39902739, -71.13379201)",42.39902739,-71.13379201,North Cambridge
Travis,Terrier,"(42.37436447, -71.10766098)",42.37436447,-71.10766098,Mid-Cambridge
Travis,Golden Retriever,"(42.39034476, -71.13947703)",42.39034476,-71.13947703,Neighborhood Nine
Treve,Border Collie,"(42.38093398, -71.12704277)",42.38093398,-71.12704277,West Cambridge
Trevor,Frecnh Bulldog,"(42.36656576, -71.07839328)",42.36656576,-71.07839328,East Cambridge
T Rex,Yorksire Terrier,"(42.36966766, -71.11246914)",42.36966766,-71.11246914,Mid-Cambridge
Triscuit,Tibetan Terrier,"(42.37606103, -71.13272379)",42.37606103,-71.13272379,West Cambridge
Triscuit,Sato,"(42.36499571, -71.10683013)",42.36499571,-71.10683013,Cambridgeport
Trixie,German Shepherd,"(42.3834867, -71.13529629)",42.3834867,-71.13529629,Neighborhood Nine
Trixie,Border Collie / Mix,"(42.36818081, -71.0922183)",42.36818081,-71.0922183,Wellington-Harrington
Trixie,Corgi,"(42.36857962, -71.08429736)",42.36857962,-71.08429736,East Cambridge
Trixie,Cavachon,"(42.39806074, -71.13667244)",42.39806074,-71.13667244,North Cambridge
Trooper,Labrador Retriever,"(42.36392176, -71.11034875)",42.36392176,-71.11034875,Riverside
Trooper,Weimaramer,"(42.3685807, -71.11135741)",42.3685807,-71.11135741,Riverside
Trotsky,Terrier,"(42.3795044, -71.12495118)",42.3795044,-71.12495118,West Cambridge
Trotter,Miniature Schnauzer,"(42.37063438, -71.11137065)",42.37063438,-71.11137065,Mid-Cambridge
Trudo,Yorkshire Terrier,"(42.3707622, -71.08563705)",42.3707622,-71.08563705,East Cambridge
Trudy,Collie,"(42.37959882, -71.11191833)",42.37959882,-71.11191833,Agassiz
Trudy,Catahoula,"(42.37396893, -71.12601385)",42.37396893,-71.12601385,West Cambridge
Truffle,French Bulldog,"(42.39034188, -71.1233331)",42.39034188,-71.1233331,North Cambridge
Truman,Leonberger,"(42.36888384, -71.09893114)",42.36888384,-71.09893114,The Port
Truman,English Spriner Spaniel,"(42.38385646, -71.12217921)",42.38385646,-71.12217921,Neighborhood Nine
Truman Capote,Lhasa Apso Mix,"(42.37338259, -71.09110068)",42.37338259,-71.09110068,Wellington-Harrington
Trust,Golden Retriever,"(42.39462966, -71.15801077)",42.39462966,-71.15801077,Cambridge Highlands
Tuca,Sato,"(42.38445523, -71.13232944)",42.38445523,-71.13232944,Neighborhood Nine
Tuck,Catahoula,"(42.39188761, -71.1250154)",42.39188761,-71.1250154,North Cambridge
Tucker,Golden Retriever,"(42.39799003, -71.13440354)",42.39799003,-71.13440354,North Cambridge
Tucker,Beagle,"(42.38087908, -71.12238117)",42.38087908,-71.12238117,Neighborhood Nine
Tucker,Terrier,"(42.37223691, -71.08957012)",42.37223691,-71.08957012,Wellington-Harrington
Tucker,Plott Hound,"(42.38521806, -71.13039634)",42.38521806,-71.13039634,Neighborhood Nine
Tucker,Golden Retriever,"(42.38025643, -71.14419765)",42.38025643,-71.14419765,West Cambridge
Tucker,Labrador Retriever,"(42.3706813, -71.09847789)",42.3706813,-71.09847789,The Port
Tucker,Golden Retriever,"(42.38322614, -71.12939045)",42.38322614,-71.12939045,Neighborhood Nine
Tucker,Beagle,"(42.39000333, -71.12077596)",42.39000333,-71.12077596,North Cambridge
Tucker,Beagle Mix,"(42.39242019, -71.13294627)",42.39242019,-71.13294627,North Cambridge
Tucker,Golden Retriever,"(42.37093067, -71.07247932)",42.37093067,-71.07247932,East Cambridge
Tucker,Labrador Retriever,"(42.39619084, -71.13462164)",42.39619084,-71.13462164,North Cambridge
Tucker Alvord,Golden Doodle Mini,"(42.38647006, -71.12699545)",42.38647006,-71.12699545,Neighborhood Nine
Tucker Worth,LABRADOR Retriever,"(42.36899083, -71.0944364)",42.36899083,-71.0944364,Wellington-Harrington
Tucky Sue,Golden Doodle,"(42.37777997, -71.14526383)",42.37777997,-71.14526383,West Cambridge
Tuco,French Bulldog Mix,"(42.36666526, -71.08262332)",42.36666526,-71.08262332,East Cambridge
Tuffie,Terrier,"(42.38218054, -71.1389198)",42.38218054,-71.1389198,West Cambridge
Tui,Mix,"(42.37125005, -71.11016394)",42.37125005,-71.11016394,Mid-Cambridge
Tula,Samoyed,"(42.37917442, -71.14227237)",42.37917442,-71.14227237,West Cambridge
Tula,Labrabor Retriever,"(42.38410377, -71.15978364)",42.38410377,-71.15978364,NA
Tulip,Beagle,"(42.36005968, -71.11307613)",42.36005968,-71.11307613,Cambridgeport
Tulip,Beagle,"(42.36014927, -71.1140636)",42.36014927,-71.1140636,Cambridgeport
Tulip,Boston Terrier,"(42.38120274, -71.13824578)",42.38120274,-71.13824578,West Cambridge
Tulla,Mixed,"(42.38445651, -71.11568193)",42.38445651,-71.11568193,Agassiz
Tumble,Labrador Mix,"(42.39136721, -71.13135782)",42.39136721,-71.13135782,North Cambridge
Tupper,Golden Retriever,"(42.39503322, -71.14771065)",42.39503322,-71.14771065,North Cambridge
Turka,Beauceron,"(42.3714261, -71.0775951)",42.3714261,-71.0775951,East Cambridge
Turner,Australian Shepherd,"(42.37314585, -71.09761085)",42.37314585,-71.09761085,Wellington-Harrington
Turquoise,Maltese,"(42.37718121, -71.14432295)",42.37718121,-71.14432295,West Cambridge
Tuukka,Lab -Mix,"(42.36655099, -71.08294625)",42.36655099,-71.08294625,East Cambridge
Tuxedo,Labrador Retriever,"(42.38851723, -71.12775144)",42.38851723,-71.12775144,Neighborhood Nine
Tweed,Dachshund,"(42.36521367, -71.11306787)",42.36521367,-71.11306787,Riverside
Twig,Sato,"(42.37875133, -71.13970786)",42.37875133,-71.13970786,West Cambridge
Twillie,Golden Retriever,"(42.37729401, -71.14446868)",42.37729401,-71.14446868,West Cambridge
Twinkie,Australian Shepherd,"(42.36105014, -71.11134041)",42.36105014,-71.11134041,Cambridgeport
Twizzly,Chow Chow,"(42.37448032, -71.12536135)",42.37448032,-71.12536135,West Cambridge
Twyla,Poddle Mix,"(42.36963986, -71.08281429)",42.36963986,-71.08281429,East Cambridge
Ty,Long Hair Chihuahua,"(42.38686295, -71.11947471)",42.38686295,-71.11947471,Neighborhood Nine
Tycho,French Bulldog,"(42.36633478, -71.09547827)",42.36633478,-71.09547827,The Port
Tyger,Pomeranian,"(42.37057246, -71.07313543)",42.37057246,-71.07313543,East Cambridge
Tyler,Cavalier King Charles Spaniel,"(42.36615077, -71.08275304)",42.36615077,-71.08275304,East Cambridge
Tyler,Boxer Mix,"(42.39441941, -71.15569003)",42.39441941,-71.15569003,Cambridge Highlands
Tyr,Great Dane,"(42.38415991, -71.13525389)",42.38415991,-71.13525389,Neighborhood Nine
Tyson,Pit Bull,"(42.36876374, -71.09251254)",42.36876374,-71.09251254,Wellington-Harrington
Tyson,Boxer,"(42.36743235, -71.09690673)",42.36743235,-71.09690673,The Port
Tyson,Lhasa Apso,"(42.36417043, -71.09915875)",42.36417043,-71.09915875,The Port
Tyson,Mastiff,"(42.3930999, -71.13813602)",42.3930999,-71.13813602,North Cambridge
Ueli,Berger Blanc Suisse,"(42.37525083, -71.13744103)",42.37525083,-71.13744103,West Cambridge
Umi,Labrador Retriever,"(42.36027812, -71.10646434)",42.36027812,-71.10646434,Cambridgeport
Ursa,Mutt,"(42.36678284, -71.08251683)",42.36678284,-71.08251683,East Cambridge
Usagi,Poodle,"(42.36350856, -71.07699716)",42.36350856,-71.07699716,East Cambridge
Val,Shih Tzu,"(42.39946137, -71.14002846)",42.39946137,-71.14002846,North Cambridge
Valentina,Beagle,"(42.37170024, -71.10036265)",42.37170024,-71.10036265,Mid-Cambridge
Vashta,Husky / Mix,"(42.36830857, -71.11382197)",42.36830857,-71.11382197,Riverside
Vashti,Collie,"(42.38314977, -71.11670496)",42.38314977,-71.11670496,Agassiz
Vayu,Standard Poodle,"(42.39221552, -71.12460193)",42.39221552,-71.12460193,North Cambridge
