Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked,Neighborhood
Duro,Siberian Husky,"(42.3731504, -71.11105857)",42.3731504,-71.11105857,Mid-Cambridge
Dusty,Chihuahua,"(42.37712147, -71.15080411)",42.37712147,-71.15080411,Strawberry Hill
Dusty,Cocker Spaniel,"(42.35850924, -71.11157462)",42.35850924,-71.11157462,Cambridgeport
Dusty,Labrador Retriever,"(42.38077403, -71.15164638)",42.38077403,-71.15164638,Strawberry Hill
Dutch,Boston Terrier,"(42.39986162, -71.15223418)",42.39986162,-71.15223418,North Cambridge
Dutch,Hound,"(42.38478352, -71.13115001)",42.38478352,-71.13115001,Neighborhood Nine
Duval,Silky Terrier,"(42.36670157, -71.09411679)",42.36670157,-71.09411679,The Port
Dwight,Yorksire Terrier,"(42.39773588, -71.13281883)",42.39773588,-71.13281883,North Cambridge
Dwight,Greyhound,"(42.36014712, -71.10612116)",42.36014712,-71.10612116,Cambridgeport
Dylan,Golden Retriever,"(42.37048141, -71.0869036)",42.37048141,-71.0869036,East Cambridge
Dylan,Shep,"(42.36367443, -71.11137136)",42.36367443,-71.11137136,Riverside
Dynasty,Pit Bull,"(42.38360927, -71.1419514)",42.38360927,-71.1419514,West Cambridge
Earl Grey,Pit Bull,"(42.39592477, -71.13010555)",42.39592477,-71.13010555,North Cambridge
Eartha,Cairn Terrier,"(42.37573993, -71.1065086)",42.37573993,-71.1065086,Mid-Cambridge
Easter,Lab Beagle Mix,"(42.39481056, -71.13195374)",42.39481056,-71.13195374,North Cambridge
Easy,Labrador Collie Mix,"(42.38665076, -71.13052178)",42.38665076,-71.13052178,Neighborhood Nine
Ebi,Shiba Inu,"(42.36741931, -71.08011813)",42.36741931,-71.08011813,East Cambridge
Ecco,Labradoddle,"(42.37828955, -71.13591941)",42.37828955,-71.13591941,West Cambridge
Echo,Golden Doodle,"(42.36957957, -71.12039676)",42.36957957,-71.12039676,Riverside
Echo,Wired Haired Pointing Griffon,"(42.37318073, -71.14016149)",42.37318073,-71.14016149,West Cambridge
Echo,Labradoodle Mix,"(42.38277168, -71.1198815)",42.38277168,-71.1198815,Neighborhood Nine
Echo,Tibetan Terrier,"(42.36216252, -71.11007613)",42.36216252,-71.11007613,Cambridgeport
Echo,Sato,"(42.38505203, -71.11704936)",42.38505203,-71.11704936,Agassiz
Echo,Hound,"(42.39821829, -71.13226352)",42.39821829,-71.13226352,North Cambridge
Echo,Lab / Shep,"(42.36797469, -71.11391651)",42.36797469,-71.11391651,Riverside
Echo,Hound,"(42.37609364, -71.1444174)",42.37609364,-71.1444174,West Cambridge
Ecto,French Bulldog,"(42.38482897, -71.11463862)",42.38482897,-71.11463862,Agassiz
Ed,Australian Cattle Dog,"(42.37935983, -71.11656008)",42.37935983,-71.11656008,Agassiz
Ed,Sato,"(42.38137248, -71.1378641)",42.38137248,-71.1378641,West Cambridge
Eddie,Boxer Mix,"(42.36485129, -71.09660282)",42.36485129,-71.09660282,The Port
Eddie,Dachshund Mix,"(42.38377703, -71.12838146)",42.38377703,-71.12838146,Neighborhood Nine
Eddie,Terrier,"(42.36826702, -71.09666812)",42.36826702,-71.09666812,The Port
Eddie,Boxer Mix,"(42.3646713, -71.09642543)",42.3646713,-71.09642543,The Port
Eddie,Cockerpoo,"(42.38438713, -71.14120998)",42.38438713,-71.14120998,West Cambridge
Edie,Mix,"(42.37044919, -71.0972533)",42.37044919,-71.0972533,The Port
Edward G.,Dachshund,"(42.3927596, -71.14643988)",42.3927596,-71.14643988,Cambridge Highlands
Eggemoggin,Labrador Retriever,"(42.37723247, -71.13942879)",42.37723247,-71.13942879,West Cambridge
Eggo,American Bulldog,"(42.37984952, -71.11592624)",42.37984952,-71.11592624,Agassiz
Egypt,Boxer,"(42.36514764, -71.0989484)",42.36514764,-71.0989484,The Port
Eiger,Bernese Mountain Dog,"(42.38351486, -71.11598108)",42.38351486,-71.11598108,Agassiz
Einstein,Old English Sheepdog,"(42.39592681, -71.1332424)",42.39592681,-71.1332424,North Cambridge
Eleanor,Boxer Mix,"(42.36763332, -71.10510648)",42.36763332,-71.10510648,Mid-Cambridge
Eleanor,Yorkie Poo,"(42.37305301, -71.08171216)",42.37305301,-71.08171216,East Cambridge
Eleanor Rigby,West Highland White Terrier,"(42.372338, -71.10506765)",42.372338,-71.10506765,Mid-Cambridge
Elfie,Labrador Retriever,"(42.37884142, -71.1430858)",42.37884142,-71.1430858,West Cambridge
Eli,Labrador Retriever,"(42.37892462, -71.14659063)",42.37892462,-71.14659063,West Cambridge
Eliza,Boxer / Lab Mix,"(42.37170812, -71.09438557)",42.37170812,-71.09438557,Wellington-Harrington
Elke,Miniature Schnauzer,"(42.38288419, -71.13754395)",42.38288419,-71.13754395,West Cambridge
Ella,Mixed,"(42.3707949, -71.11478025)",42.3707949,-71.11478025,Mid-Cambridge
Ella,Japanese Chin,"(42.37393667, -71.09794863)",42.37393667,-71.09794863,Wellington-Harrington
Ella,Australian Cattle Dog,"(42.36804147, -71.08162578)",42.36804147,-71.08162578,East Cambridge
Ella,Pit Bull,"(42.39445325, -71.15527202)",42.39445325,-71.15527202,Cambridge Highlands
Ella,Siberian Husky,"(42.37609277, -71.13147802)",42.37609277,-71.13147802,West Cambridge
Ella,Cavalier King Charles Spaniel,"(42.38217816, -71.13967947)",42.38217816,-71.13967947,West Cambridge
Ella,Poodle,"(42.37492296, -71.11149092)",42.37492296,-71.11149092,Mid-Cambridge
Ella,PAPILLON,"(42.37036875, -71.11206681)",42.37036875,-71.11206681,Mid-Cambridge
Ella,Golden Retriever,"(42.37984856, -71.11012967)",42.37984856,-71.11012967,Agassiz
Ella,Poodle,"(42.35987251, -71.10848829)",42.35987251,-71.10848829,Cambridgeport
Ella,Miniature Poodle,"(42.37127505, -71.10464948)",42.37127505,-71.10464948,Mid-Cambridge
Ella,Poodle,"(42.37217131, -71.12550667)",42.37217131,-71.12550667,West Cambridge
Ella,Labrador Retriever,"(42.37182363, -71.10240556)",42.37182363,-71.10240556,Mid-Cambridge
Ella,Schnoodle,"(42.38455785, -71.12954018)",42.38455785,-71.12954018,Neighborhood Nine
Ella Luna,Shih Tzu,"(42.36175317, -71.10623201)",42.36175317,-71.10623201,Cambridgeport
Ellery,"Foxhound, Mix","(42.36881115, -71.09136527)",42.36881115,-71.09136527,Wellington-Harrington
Ellie,Terrier,"(42.39131405, -71.12518719)",42.39131405,-71.12518719,North Cambridge
Ellie,Cockerpoo,"(42.37692646, -71.13764832)",42.37692646,-71.13764832,West Cambridge
Ellie,Havanese,"(42.37769146, -71.1362677)",42.37769146,-71.1362677,West Cambridge
Ellie,American Staffordshire Terrier,"(42.39897704, -71.13638725)",42.39897704,-71.13638725,North Cambridge
Ellie,Terrier,"(42.38579594, -71.11803111)",42.38579594,-71.11803111,Agassiz
Ellie,Terrier Mix,"(42.38704108, -71.11800098)",42.38704108,-71.11800098,Agassiz
Ellie,Labradoddle,"(42.3795526, -71.15229974)",42.3795526,-71.15229974,Strawberry Hill
Ellie Mae,Puggle,"(42.37334781, -71.1063224)",42.37334781,-71.1063224,Mid-Cambridge
Ellie Mae,Maltipoo,"(42.39209617, -71.14543696)",42.39209617,-71.14543696,Cambridge Highlands
Ellie Sue,Yorkshire Terrier,"(42.388197, -71.11985977)",42.388197,-71.11985977,Neighborhood Nine
Elly,Boston Terrier,"(42.38400742, -71.13017857)",42.38400742,-71.13017857,Neighborhood Nine
Elmo,PAPILLON,"(42.3626861, -71.10364386)",42.3626861,-71.10364386,Cambridgeport
Elmo,Cairn Terrier,"(42.37626566, -71.13664163)",42.37626566,-71.13664163,West Cambridge
Eloise,Labrador Retriever Mix,"(42.36955424, -71.09207598)",42.36955424,-71.09207598,Wellington-Harrington
Eloise,Labrador Retriever Mix,"(42.36963227, -71.1137239)",42.36963227,-71.1137239,Riverside
Eloise,Mix,"(42.39106426, -71.1334433)",42.39106426,-71.1334433,North Cambridge
Eloise,French Bulldog,"(42.37107563, -71.08074213)",42.37107563,-71.08074213,East Cambridge
Eloise,Schnoodle,"(42.36406281, -71.10847475)",42.36406281,-71.10847475,Cambridgeport
Elphie,Golden Retriever,"(42.38401004, -71.13444013)",42.38401004,-71.13444013,West Cambridge
Elsa,Shih Tzu,"(42.37178629, -71.09897276)",42.37178629,-71.09897276,Wellington-Harrington
Elsa,Yorksire Terrier,"(42.3917902, -71.11967631)",42.3917902,-71.11967631,North Cambridge
Elvis,Cavalier King Charles Spaniel,"(42.3774688, -71.13841235)",42.3774688,-71.13841235,West Cambridge
Ember,Mix,"(42.38314938, -71.13144244)",42.38314938,-71.13144244,Neighborhood Nine
Emerson,Labrador Retriever,"(42.36665273, -71.1095435)",42.36665273,-71.1095435,Riverside
Emerson,Golden Doodle,"(42.37410199, -71.10999257)",42.37410199,-71.10999257,Mid-Cambridge
Emily Claire,Papillon,"(42.37014969, -71.09052929)",42.37014969,-71.09052929,Wellington-Harrington
Emla,Golden Doodle,"(42.38325845, -71.13270396)",42.38325845,-71.13270396,Neighborhood Nine
Emma,West Highland White Terrier,"(42.39164312, -71.14671086)",42.39164312,-71.14671086,Cambridge Highlands
Emma,Lab Mix,"(42.37274511, -71.08325185)",42.37274511,-71.08325185,East Cambridge
Emma,Boxer Mix,"(42.38420559, -71.11836692)",42.38420559,-71.11836692,Agassiz
Emma,Terrier,"(42.39232257, -71.12694152)",42.39232257,-71.12694152,North Cambridge
Emma,Golden Doodle,"(42.37897756, -71.14666079)",42.37897756,-71.14666079,West Cambridge
Emma,Labrador Retriever Mix,"(42.38396173, -71.11428966)",42.38396173,-71.11428966,Agassiz
Emma,Lakeland Terrier,"(42.37332449, -71.10894034)",42.37332449,-71.10894034,Mid-Cambridge
Emma,Boxer,"(42.35522904, -71.10757835)",42.35522904,-71.10757835,Cambridgeport
Emma,Labrador Retriever Mix,"(42.37011414, -71.09949705)",42.37011414,-71.09949705,The Port
Emma,Cavachon,"(42.36945114, -71.09188772)",42.36945114,-71.09188772,Wellington-Harrington
Emma,Border Terrier,"(42.36888155, -71.08460575)",42.36888155,-71.08460575,East Cambridge
Emma,Mix,"(42.3648756, -71.11372396)",42.3648756,-71.11372396,Riverside
Emma,Pit Bull,"(42.36812947, -71.09882342)",42.36812947,-71.09882342,The Port
Emma,Golden Retriever,"(42.38552187, -71.12414191)",42.38552187,-71.12414191,Neighborhood Nine
Emma,Bernese Mountain Dog,"(42.37429346, -71.12276917)",42.37429346,-71.12276917,West Cambridge
Emma,Labrador Retriever,"(42.35497211, -71.10964548)",42.35497211,-71.10964548,Cambridgeport
Emma,Labrador Retriever,"(42.37267203, -71.10893859)",42.37267203,-71.10893859,Mid-Cambridge
Emma,Mix,"(42.36294038, -71.10268959)",42.36294038,-71.10268959,Cambridgeport
Emmet,Chow-Shepherd,"(42.38280025, -71.11369539)",42.38280025,-71.11369539,Agassiz
Emmett,Aust Shep,"(42.38886363, -71.12552596)",42.38886363,-71.12552596,Neighborhood Nine
Emmett,LABRADOR Retriever,"(42.38675839, -71.11764586)",42.38675839,-71.11764586,Agassiz
Emmit,Poodle,"(42.37784084, -71.14901686)",42.37784084,-71.14901686,Strawberry Hill
Emmitt,Labrador Retriever,"(42.38589868, -71.12962334)",42.38589868,-71.12962334,Neighborhood Nine
Emmy,Boston Terrier,"(42.38822467, -71.12394407)",42.38822467,-71.12394407,Neighborhood Nine
Emmylou,Poodle,"(42.39198491, -71.12704751)",42.39198491,-71.12704751,North Cambridge
Ender,Hound,"(42.36858111, -71.10385116)",42.36858111,-71.10385116,Mid-Cambridge
Enkidu,Greyhound Mix,"(42.39124323, -71.14648721)",42.39124323,-71.14648721,Cambridge Highlands
Enzo,Cockerpoo,"(42.37494277, -71.13152547)",42.37494277,-71.13152547,West Cambridge
Enzo,Unknown,"(42.36192887, -71.10765694)",42.36192887,-71.10765694,Cambridgeport
Enzo,Labrador Retriever,"(42.38714935, -71.12958658)",42.38714935,-71.12958658,Neighborhood Nine
Enzo,Labrador Retriever,"(42.38863664, -71.14451652)",42.38863664,-71.14451652,Cambridge Highlands
Enzo Lee,Siberian Husky,"(42.3708971, -71.07245671)",42.3708971,-71.07245671,East Cambridge
Ep Dick Wolf,Lab Mix,"(42.3688051, -71.10844125)",42.3688051,-71.10844125,Mid-Cambridge
Ernesto,Labrador Retriever Mix,"(42.38357629, -71.13226004)",42.38357629,-71.13226004,Neighborhood Nine
Esme,Pointer,"(42.36672557, -71.09592402)",42.36672557,-71.09592402,The Port
Esmeralda,Cavalier King Charles Spaniel,"(42.36940668, -71.10780122)",42.36940668,-71.10780122,Mid-Cambridge
Ethel,Bernese Mountain Dog,"(42.3682766, -71.08285907)",42.3682766,-71.08285907,East Cambridge
Ethyl,Dachshund,"(42.38856268, -71.11975386)",42.38856268,-71.11975386,North Cambridge
Etta,Hound,"(42.36792291, -71.10623901)",42.36792291,-71.10623901,Mid-Cambridge
Eudora,Great Pyrenese,"(42.35923458, -71.1094649)",42.35923458,-71.1094649,Cambridgeport
Eva,Plott Hound,"(42.37181498, -71.09099694)",42.37181498,-71.09099694,Wellington-Harrington
Eva,Labrador Retriever,"(42.38976821, -71.15428204)",42.38976821,-71.15428204,Cambridge Highlands
Eva Buenrostro,Mini Aussie Shepherd,"(42.36922815, -71.11407489)",42.36922815,-71.11407489,Riverside
Eve,Pit Bull,"(42.38945687, -71.1329753)",42.38945687,-71.1329753,Neighborhood Nine
Eve,Golden Retriever,"(42.39800466, -71.1410527)",42.39800466,-71.1410527,North Cambridge
Eve,Australian Shepherd,"(42.38236535, -71.13695692)",42.38236535,-71.13695692,West Cambridge
Evie,Staffordshire Terrier/Pit,"(42.37150971, -71.08186744)",42.37150971,-71.08186744,East Cambridge
Evie,Schipperke,"(42.38191917, -71.13374862)",42.38191917,-71.13374862,West Cambridge
Evie,Tibetan Terrier,"(42.38086536, -71.13679544)",42.38086536,-71.13679544,West Cambridge
Ewok Kelebek,Papillon,"(42.37823216, -71.14981473)",42.37823216,-71.14981473,Strawberry Hill
Ezra,Soft Coat Retriever,"(42.37978975, -71.14380033)",42.37978975,-71.14380033,West Cambridge
Fado,Poodle,"(42.37604632, -71.13703667)",42.37604632,-71.13703667,West Cambridge
Faith,Shih Tzu,"(42.39136055, -71.1465817)",42.39136055,-71.1465817,Cambridge Highlands
Fanny,Wired Haired Pointing Griffon,"(42.38108197, -71.13757617)",42.38108197,-71.13757617,West Cambridge
Fanny,Golden Doodle,"(42.37031472, -71.0750441)",42.37031472,-71.0750441,East Cambridge
Fanta,Dachshund,"(42.36254107, -71.11094575)",42.36254107,-71.11094575,Cambridgeport
Farah,German Shepherd,"(42.37066539, -71.10368871)",42.37066539,-71.10368871,Mid-Cambridge
Faris,Labrador Retriever,"(42.38877502, -71.12807548)",42.38877502,-71.12807548,Neighborhood Nine
Farley,Labrador Retriever,"(42.37052393, -71.10975056)",42.37052393,-71.10975056,Mid-Cambridge
Farley,Springer Spaniel,"(42.38356615, -71.13360235)",42.38356615,-71.13360235,West Cambridge
Feba,Mix,"(42.3788445, -71.15307649)",42.3788445,-71.15307649,Strawberry Hill
Felix,Mix,"(42.36914186, -71.09372351)",42.36914186,-71.09372351,Wellington-Harrington
Fenris,ALASKAN MALAMUTE,"(42.38966884, -71.13919447)",42.38966884,-71.13919447,Neighborhood Nine
Fenway,Labrador Retriever,"(42.37470312, -71.10080555)",42.37470312,-71.10080555,Mid-Cambridge
Fenway,Labrador Retriever,"(42.39360675, -71.15644059)",42.39360675,-71.15644059,Cambridge Highlands
Fenway,Bichon Frise,"(42.36878086, -71.10615785)",42.36878086,-71.10615785,Mid-Cambridge
Fenway,English Pointer,"(42.36824393, -71.09769568)",42.36824393,-71.09769568,The Port
Fenway,Yorksire Terrier,"(42.38179983, -71.14190514)",42.38179983,-71.14190514,West Cambridge
Fenway,Golden Doodle,"(42.38137535, -71.13939928)",42.38137535,-71.13939928,West Cambridge
Ferdinand,French Bulldog,"(42.3698867, -71.09550648)",42.3698867,-71.09550648,Wellington-Harrington
Fergal,Terrier Mix,"(42.38039567, -71.12229923)",42.38039567,-71.12229923,Neighborhood Nine
Fergus,Terrier,"(42.36551492, -71.08407486)",42.36551492,-71.08407486,East Cambridge
Fergus,Labradoddle,"(42.37865627, -71.13770507)",42.37865627,-71.13770507,West Cambridge
Fergus,Scottish Terrier,"(42.38058296, -71.13923653)",42.38058296,-71.13923653,West Cambridge
Fergus,Fox Terrier,"(42.38492799, -71.13018923)",42.38492799,-71.13018923,Neighborhood Nine
Fern,Jack Russel Terrier,"(42.37724034, -71.14335689)",42.37724034,-71.14335689,West Cambridge
Fern,Shar Pei,"(42.36956456, -71.07847495)",42.36956456,-71.07847495,East Cambridge
Ferro,German Shorthair Pointer,"(42.37869292, -71.15250738)",42.37869292,-71.15250738,Strawberry Hill
Festo,Labradoodle,"(42.37295815, -71.10673932)",42.37295815,-71.10673932,Mid-Cambridge
Fidel,Cavalier King Charles Spaniel,"(42.3771352, -71.14616968)",42.3771352,-71.14616968,West Cambridge
Fidel,Cavalier King Charles Spaniel,"(42.37736356, -71.14741031)",42.37736356,-71.14741031,West Cambridge
Fidel,Havanese,"(42.37492775, -71.11108392)",42.37492775,-71.11108392,Mid-Cambridge
Fidel,Cairn Terrier,"(42.37244105, -71.09165806)",42.37244105,-71.09165806,Wellington-Harrington
Fidelio,Labrador Retriever,"(42.37408809, -71.11014692)",42.37408809,-71.11014692,Mid-Cambridge
Figgs,Boxer Mix,"(42.36867573, -71.10451717)",42.36867573,-71.10451717,Mid-Cambridge
Figgy,Labrador Retriever,"(42.37223696, -71.10146523)",42.37223696,-71.10146523,Mid-Cambridge
Finbar,German Shorthair Pointer,"(42.36660418, -71.09953697)",42.36660418,-71.09953697,The Port
Finley,SHIH TZU MIXED,"(42.35954618, -71.11253155)",42.35954618,-71.11253155,Cambridgeport
Finley,Shih Tzu,"(42.35987958, -71.11122049)",42.35987958,-71.11122049,Cambridgeport
Finley,Labradoddle,"(42.37092297, -71.11990792)",42.37092297,-71.11990792,Riverside
Finn,West Highland Terrier,"(42.37882723, -71.12486782)",42.37882723,-71.12486782,Neighborhood Nine
Finn,Beagle,"(42.39474864, -71.1347052)",42.39474864,-71.1347052,North Cambridge
Finn,Dachschund,"(42.37460124, -71.10698405)",42.37460124,-71.10698405,Mid-Cambridge
Finn,Labrador Retriever,"(42.36856603, -71.11172035)",42.36856603,-71.11172035,Riverside
Finn,Labrador Retriever,"(42.39281064, -71.13149639)",42.39281064,-71.13149639,North Cambridge
Finn,Flat Coat Retr Mix,"(42.36368903, -71.10969159)",42.36368903,-71.10969159,Cambridgeport
Finn,Labrador Retriever,"(42.38055257, -71.14403704)",42.38055257,-71.14403704,West Cambridge
Finn,Terrier Mix,"(42.37651177, -71.13122985)",42.37651177,-71.13122985,West Cambridge
Finn,Golden Retriever,"(42.37584735, -71.12855124)",42.37584735,-71.12855124,West Cambridge
Finn,West Highland White Terrier,"(42.37054683, -71.11402675)",42.37054683,-71.11402675,Mid-Cambridge
Finn,Bichon Frise Mix,"(42.37168133, -71.10574535)",42.37168133,-71.10574535,Mid-Cambridge
Finnegan,Terrier Mix,"(42.38786302, -71.12437259)",42.38786302,-71.12437259,Neighborhood Nine
Finnegan,Australian Shepherd,"(42.39885185, -71.13103328)",42.39885185,-71.13103328,North Cambridge
Finnegan,Terrier,"(42.37940747, -71.11976113)",42.37940747,-71.11976113,Neighborhood Nine
Finnegan,Shep/Lab,"(42.38456939, -71.12008048)",42.38456939,-71.12008048,Neighborhood Nine
Finnegan,Golden Retriever,"(42.36842238, -71.10504916)",42.36842238,-71.10504916,Mid-Cambridge
Finnegan,Maltese,"(42.37188859, -71.08610043)",42.37188859,-71.08610043,East Cambridge
Finnegette,Dachshund,"(42.3702324, -71.09556852)",42.3702324,-71.09556852,The Port
Finola,Australian Cattle Dog,"(42.38999027, -71.14816005)",42.38999027,-71.14816005,Cambridge Highlands
Fiona,Shih Tzu,"(42.36209829, -71.11000865)",42.36209829,-71.11000865,Cambridgeport
Fiona,Lhasa Apso Mix,"(42.37563935, -71.10934396)",42.37563935,-71.10934396,Mid-Cambridge
Fiona,French Bulldog,"(42.38333691, -71.13871516)",42.38333691,-71.13871516,West Cambridge
Fiona Goebel,Australian Labadoodle,"(42.37847891, -71.12756853)",42.37847891,-71.12756853,West Cambridge
Fitzgerald,Boxer,"(42.36774561, -71.08216862)",42.36774561,-71.08216862,East Cambridge
Fizzing Whizbee,Shepherd Collie Mix,"(42.38645217, -71.13006478)",42.38645217,-71.13006478,Neighborhood Nine
Flag,Belgian Sheep Dog,"(42.37907305, -71.15386415)",42.37907305,-71.15386415,Strawberry Hill
Flair,Golden Retriever,"(42.38020028, -71.14079366)",42.38020028,-71.14079366,West Cambridge
Flake,Toy Poodle,"(42.37220435, -71.095213)",42.37220435,-71.095213,Wellington-Harrington
Flaky,Basenji,"(42.36365654, -71.09004776)",42.36365654,-71.09004776,Area 2/MIT
Flame,Papillon,"(42.36984592, -71.08181695)",42.36984592,-71.08181695,East Cambridge
Flapjack,Australian Shepherd,"(42.38299988, -71.14005209)",42.38299988,-71.14005209,West Cambridge
Flapjack,Australian Shepherd,"(42.37191532, -71.08316227)",42.37191532,-71.08316227,East Cambridge
Flash,Border Collie,"(42.39775695, -71.12882949)",42.39775695,-71.12882949,North Cambridge
Flash,Australian Cattle Dog,"(42.38244701, -71.11475083)",42.38244701,-71.11475083,Agassiz
Flora,Italian Greyhould,"(42.36874073, -71.10361596)",42.36874073,-71.10361596,Mid-Cambridge
Flower,Chihuahua Mix,"(42.36233714, -71.1067706)",42.36233714,-71.1067706,Cambridgeport
Floyd,Cockerpoo,"(42.36870256, -71.09364785)",42.36870256,-71.09364785,Wellington-Harrington
Fluffy,Pomeranian,"(42.36992974, -71.08363682)",42.36992974,-71.08363682,East Cambridge
Fluffy,Pomeranian,"(42.36519752, -71.11424397)",42.36519752,-71.11424397,Riverside
Fola Grall,Beagle/Spaniel,"(42.35796182, -71.11121312)",42.35796182,-71.11121312,Cambridgeport
Fonzie,Yorksire Terrier,"(42.37841067, -71.12523262)",42.37841067,-71.12523262,West Cambridge
Foo Man Chew,Labrador Retriever,"(42.36000344, -71.10960829)",42.36000344,-71.10960829,Cambridgeport
Forest,Labrador Retriever,"(42.37420764, -71.10730227)",42.37420764,-71.10730227,Mid-Cambridge
Foster,Manchester Terrier,"(42.38083784, -71.11598302)",42.38083784,-71.11598302,Agassiz
Fox,Australian Cattle Dog Mix,"(42.38454495, -71.13395302)",42.38454495,-71.13395302,West Cambridge
Fozzie,Chesapeake Bay Retriever,"(42.37726582, -71.11004285)",42.37726582,-71.11004285,Mid-Cambridge
Fozzy,Toy Poodle,"(42.36454771, -71.11358583)",42.36454771,-71.11358583,Riverside
Francis,Jack Russell Terrier,"(42.36838824, -71.08261617)",42.36838824,-71.08261617,East Cambridge
Francis,Greyhound,"(42.36028684, -71.10726866)",42.36028684,-71.10726866,Cambridgeport
Francis,Bull Terrier,"(42.3709628, -71.0834159)",42.3709628,-71.0834159,East Cambridge
Frankie,Mix,"(42.37971583, -71.14409429)",42.37971583,-71.14409429,West Cambridge
Frankie,Pit Bull,"(42.37678313, -71.14875107)",42.37678313,-71.14875107,Strawberry Hill
Frankie,Golden Retriever,"(42.38152961, -71.12771257)",42.38152961,-71.12771257,Neighborhood Nine
Frankie,Beagle,"(42.39406682, -71.14707567)",42.39406682,-71.14707567,North Cambridge
Frankie,German Shepherd,"(42.39789659, -71.13070581)",42.39789659,-71.13070581,North Cambridge
Franklin,French Buldog,"(42.36277025, -71.10402123)",42.36277025,-71.10402123,Cambridgeport
Franklin,Poodle,"(42.39212812, -71.12553171)",42.39212812,-71.12553171,North Cambridge
Franklin,Hound,"(42.36826715, -71.10974981)",42.36826715,-71.10974981,Mid-Cambridge
Franklin,Pug,"(42.37027443, -71.08484017)",42.37027443,-71.08484017,East Cambridge
Franklin,Coonhound Mix,"(42.3710426, -71.07219854)",42.3710426,-71.07219854,East Cambridge
Franklin,Bichon Frise,"(42.37368564, -71.08236726)",42.37368564,-71.08236726,East Cambridge
Franklin,French Bulldog,"(42.36441773, -71.10367145)",42.36441773,-71.10367145,Cambridgeport
Frannie,Chihuahua Mix,"(42.39155158, -71.14546477)",42.39155158,-71.14546477,Cambridge Highlands
Franny,Shep Mix,"(42.38773872, -71.12010482)",42.38773872,-71.12010482,Neighborhood Nine
Fred,Sheepdog,"(42.37860802, -71.13291929)",42.37860802,-71.13291929,West Cambridge
Fred,Poodle,"(42.37640852, -71.14906315)",42.37640852,-71.14906315,Strawberry Hill
Fred,Boxer,"(42.40068703, -71.13620557)",42.40068703,-71.13620557,North Cambridge
Fred,Chihuahua,"(42.37873985, -71.12112902)",42.37873985,-71.12112902,Neighborhood Nine
Fred,Chihuahua Mix,"(42.37832362, -71.12103114)",42.37832362,-71.12103114,Neighborhood Nine
Fred,Golden Retriever,"(42.39696544, -71.13388743)",42.39696544,-71.13388743,North Cambridge
Freddie,Poodle,"(42.36748762, -71.10120143)",42.36748762,-71.10120143,The Port
Freddie,Basset Hound,"(42.38656092, -71.12750174)",42.38656092,-71.12750174,Neighborhood Nine
Freddie Goodman,Labrador Retriever,"(42.37794517, -71.13868941)",42.37794517,-71.13868941,West Cambridge
Freddy,Labrador Retriever,"(42.38592627, -71.1576159)",42.38592627,-71.1576159,Strawberry Hill
Fredi,,"(42.39097424, -71.12044309)",42.39097424,-71.12044309,North Cambridge
Freya,Labradoddle,"(42.38660609, -71.12274683)",42.38660609,-71.12274683,Neighborhood Nine
Freya,Golden Doodle,"(42.37946555, -71.11291662)",42.37946555,-71.11291662,Agassiz
Freya,Mix,"(42.39051384, -71.1238992)",42.39051384,-71.1238992,North Cambridge
Freya Amado,Golden Retriever,"(42.38984602, -71.1476422)",42.38984602,-71.1476422,Cambridge Highlands
Frida,Labrador Retriever,"(42.3776429, -71.14269728)",42.3776429,-71.14269728,West Cambridge
Frida,Corgi,"(42.37521346, -71.10544975)",42.37521346,-71.10544975,Mid-Cambridge
Frida Marcantonio,Havanese,"(42.37264743, -71.12485536)",42.37264743,-71.12485536,West Cambridge
Fudge,Golden Retriever,"(42.37739623, -71.11344203)",42.37739623,-71.11344203,Agassiz
Fufinha,Dachschund,"(42.36968032, -71.0939343)",42.36968032,-71.0939343,Wellington-Harrington
Fusilli,German Shepherd,"(42.39227413, -71.13013379)",42.39227413,-71.13013379,North Cambridge
Fyodor,Miniature Schnauzer,"(42.3832423, -71.1167892)",42.3832423,-71.1167892,Agassiz
Gaby,Corgi Mix,"(42.38872458, -71.12108607)",42.38872458,-71.12108607,North Cambridge
Gadget,Bassett Hound,"(42.39190751, -71.14675568)",42.39190751,-71.14675568,Cambridge Highlands
Gaiter,Welsh Terrier,"(42.39849476, -71.13014707)",42.39849476,-71.13014707,North Cambridge
Galaxy,Boxer,"(42.3703087, -71.09618296)",42.3703087,-71.09618296,Wellington-Harrington
Gansett,Mix,"(42.39904156, -71.13613916)",42.39904156,-71.13613916,North Cambridge
Garbanzo,Yorksire Terrier,"(42.36298652, -71.10813773)",42.36298652,-71.10813773,Cambridgeport
Garland,Labrador Retriever,"(42.37146606, -71.09661425)",42.37146606,-71.09661425,Wellington-Harrington
Gatsby,Labrador Retriever,"(42.37933686, -71.14455337)",42.37933686,-71.14455337,West Cambridge
Gauge,Golden Doodle,"(42.37822778, -71.15007989)",42.37822778,-71.15007989,Strawberry Hill
Geeta,Lab Mix,"(42.39660896, -71.13490275)",42.39660896,-71.13490275,North Cambridge
Genghis,Afghan Hound,"(42.36747605, -71.11052599)",42.36747605,-71.11052599,Riverside
Genghis,Chow Chow,"(42.37465256, -71.10473859)",42.37465256,-71.10473859,Mid-Cambridge
