Dog_Name,Dog_Breed,Location_masked,Latitude_masked,Longitude_masked
Beau,Bernese Mountain Dog,"(42.37658617, -71.13254555)",42.37658617,-71.13254555
Beau,Shih Tzu,"(42.36581905, -71.09266038)",42.36581905,-71.09266038
Beau,Bernese & Border Mix,"(42.39129978, -71.13858557)",42.39129978,-71.13858557
Beau,Labrador Retreiver,"(42.38760355, -71.13704784)",42.38760355,-71.13704784
Beau,Cavalier King Charles Spaniel,"(42.37810512, -71.11005757)",42.37810512,-71.11005757
Beau,Hound,"(42.3951342, -71.13182308)",42.3951342,-71.13182308
Beau,German Shepherd,"(42.3670241, -71.10380474)",42.3670241,-71.10380474
Beau,Chihuahua,"(42.36001973, -71.11103694)",42.36001973,-71.11103694
Beau,Golden Retriever,"(42.37448336, -71.14193853)",42.37448336,-71.14193853
Beaucoup,Mix,"(42.36537763, -71.11163384)",42.36537763,-71.11163384
Beau Green,Standard Poodle,"(42.36890638, -71.09203774)",42.36890638,-71.09203774
Beau Kirpalani,Golden Doodle Mini,"(42.38246316, -71.11551324)",42.38246316,-71.11551324
Beba,Pekingese Mix,"(42.35942454, -71.10566207)",42.35942454,-71.10566207
Bebe,Chihuahua,"(42.37130048, -71.07990563)",42.37130048,-71.07990563
Beckett,Carolina Dog,"(42.37053674, -71.10723795)",42.37053674,-71.10723795
Becky,0,"(42.39144142, -71.14662987)",42.39144142,-71.14662987
Becky,Affenpinscher,"(42.39031097, -71.12741903)",42.39031097,-71.12741903
Becky,Chihuahua,"(42.37923311, -71.15175527)",42.37923311,-71.15175527
Bee,Labrador Retriever,"(42.37160822, -71.08239196)",42.37160822,-71.08239196
Bee,Maltese,"(42.36759438, -71.09823929)",42.36759438,-71.09823929
Beemo,Dachshund,"(42.37005142, -71.11051033)",42.37005142,-71.11051033
Beethoven,Peekapoo,"(42.36667219, -71.09540044)",42.36667219,-71.09540044
Beezus,Shi Tsu / Terrier / Mix,"(42.38714672, -71.11903876)",42.38714672,-71.11903876
Behr,Labrador Retriver,"(42.39264893, -71.13350216)",42.39264893,-71.13350216
Bekka,Toy Poodle,"(42.37482594, -71.12983296)",42.37482594,-71.12983296
Bela,Vizsla,"(42.3839137, -71.12072616)",42.3839137,-71.12072616
Belinda,Labradoodle,"(42.3851757, -71.13837799)",42.3851757,-71.13837799
Bella,Maltese,"(42.36644606, -71.09538168)",42.36644606,-71.09538168
Bella,Chihuahua,"(42.39648861, -71.13325211)",42.39648861,-71.13325211
Bella,Golden Doodle,"(42.36691399, -71.11020574)",42.36691399,-71.11020574
Bella,German Shepherd,"(42.37909619, -71.1199734)",42.37909619,-71.1199734
Bella,German Shepherd,"(42.37903525, -71.12038953)",42.37903525,-71.12038953
Bella,Labrabor Retriever,"(42.37025997, -71.07198737)",42.37025997,-71.07198737
Bella,Miniature Schnauzer,"(42.35715312, -71.11075242)",42.35715312,-71.11075242
Bella,Yorkiepoo,"(42.36602919, -71.09344666)",42.36602919,-71.09344666
Bella,Great Pyrenees,"(42.36895321, -71.07127058)",42.36895321,-71.07127058
Bella,Chow,"(42.37640958, -71.10507825)",42.37640958,-71.10507825
Bella,Poodle,"(42.37514312, -71.12989514)",42.37514312,-71.12989514
Bella,West Highland White Terrier,"(42.39544178, -71.14273596)",42.39544178,-71.14273596
Bella,Labrador Retriever,"(42.37175053, -71.07859472)",42.37175053,-71.07859472
Bella,Dalmation,"(42.37979107, -71.1550985)",42.37979107,-71.1550985
Bella,Maltese,"(42.3558983, -71.10715208)",42.3558983,-71.10715208
Bella,Maltese Shih Tzu,"(42.35603004, -71.1060487)",42.35603004,-71.1060487
Bella,Terrier,"(42.38900723, -71.12518204)",42.38900723,-71.12518204
Bella,Yorksire Terrier,"(42.37382728, -71.096786)",42.37382728,-71.096786
Bella,Cocker Spaniel,"(42.37178585, -71.08151591)",42.37178585,-71.08151591
Bella,Yorkie Terrier,"(42.37418184, -71.09247944)",42.37418184,-71.09247944
Bella,Labradoddle,"(42.37483629, -71.12997603)",42.37483629,-71.12997603
Bella,Pomeranian,"(42.3898359, -71.13932574)",42.3898359,-71.13932574
Bella,Hound Mix,"(42.38600929, -71.1226729)",42.38600929,-71.1226729
Bella,Schnoodle,"(42.35571014, -71.11104329)",42.35571014,-71.11104329
Bella,Labrador Retriever,"(42.38603649, -71.1167619)",42.38603649,-71.1167619
Bella,Shep,"(42.38205098, -71.1144695)",42.38205098,-71.1144695
Bella,Beagle,"(42.37009903, -71.10102103)",42.37009903,-71.10102103
Bella,Golden Doodle,"(42.38285513, -71.14270591)",42.38285513,-71.14270591
Bella,German Shepard,"(42.38007089, -71.14043119)",42.38007089,-71.14043119
Bella,Chihuahua,"(42.39883021, -71.13678283)",42.39883021,-71.13678283
Bella,Yorkie Terrier,"(42.36470602, -71.10412733)",42.36470602,-71.10412733
Bella,Pit Bull,"(42.37038663, -71.07973415)",42.37038663,-71.07973415
Bella,Maltese,"(42.36257427, -71.11206169)",42.36257427,-71.11206169
Bella,Hound,"(42.38367216, -71.12909845)",42.38367216,-71.12909845
Bella,Goldendoodle,"(42.3734184, -71.08738112)",42.3734184,-71.08738112
Bella,Cairn Terrier,"(42.37627495, -71.13095703)",42.37627495,-71.13095703
Bella,Yorksire Terrier,"(42.39807183, -71.13470546)",42.39807183,-71.13470546
Bella,Dachshund,"(42.3685997, -71.08185014)",42.3685997,-71.08185014
Bella,Pug,"(42.37990323, -71.1366659)",42.37990323,-71.1366659
Bella,Maltese,"(42.38173067, -71.13740527)",42.38173067,-71.13740527
Bella,Australian Shepherd,"(42.36013281, -71.1086822)",42.36013281,-71.1086822
Bella,Pit Bull,"(42.37138156, -71.08942021)",42.37138156,-71.08942021
Bella,German Shorthair Pointer,"(42.37023286, -71.07420567)",42.37023286,-71.07420567
Bella,Chihuahua,"(42.386637, -71.13047546)",42.386637,-71.13047546
Bella,Labradoddle,"(42.37644137, -71.11177528)",42.37644137,-71.11177528
Bella,Bulldog X,"(42.37242847, -71.1015862)",42.37242847,-71.1015862
Bella,Scottish Terrier,"(42.38468071, -71.12249715)",42.38468071,-71.12249715
Bella,Toy Poodle,"(42.39135497, -71.12279518)",42.39135497,-71.12279518
Bella,Bernese Mountain Dog,"(42.37082248, -71.12059941)",42.37082248,-71.12059941
Bella,Italian Greyhould,"(42.36427206, -71.10398986)",42.36427206,-71.10398986
Bella,Beagle X,"(42.37481019, -71.1255541)",42.37481019,-71.1255541
Bella Benson,Lab,"(42.38301813, -71.13375268)",42.38301813,-71.13375268
Bella Pezze,Boston Terrier,"(42.37314975, -71.08070893)",42.37314975,-71.08070893
Belle,Labrador Retriever Mix,"(42.3710756, -71.08184346)",42.3710756,-71.08184346
Belle,Labrador Retreiver,"(42.38136504, -71.1208325)",42.38136504,-71.1208325
Belle,Husky,"(42.36049658, -71.11034249)",42.36049658,-71.11034249
Belle,Pomeranian,"(42.36362187, -71.10606606)",42.36362187,-71.10606606
Belle,Dachshund,"(42.39026459, -71.12561845)",42.39026459,-71.12561845
Belle,Lab Mix,"(42.37133675, -71.09102976)",42.37133675,-71.09102976
Belle,Cocker Span Mix,"(42.38333875, -71.12629734)",42.38333875,-71.12629734
Belle,Hound,"(42.39071915, -71.12525391)",42.39071915,-71.12525391
Bellina,Italian Grey Hound,"(42.38687658, -71.12937351)",42.38687658,-71.12937351
Bellman Ford,Goldedoodle,"(42.35574925, -71.11058386)",42.35574925,-71.11058386
Belmont,Beagle,"(42.37944065, -71.14510419)",42.37944065,-71.14510419
Ben,Border Collie,"(42.37167296, -71.08330573)",42.37167296,-71.08330573
Ben,Miniature Poodle,"(42.37413351, -71.12509239)",42.37413351,-71.12509239
Ben,Standard Poodle,"(42.39280695, -71.14637769)",42.39280695,-71.14637769
Ben,Border Collie,"(42.35993202, -71.10717413)",42.35993202,-71.10717413
Ben Alan Donatello,Poodle,"(42.39105539, -71.14609992)",42.39105539,-71.14609992
Benji,Entlebucher Sennenhund,"(42.38483482, -71.12161658)",42.38483482,-71.12161658
Benji,Schnauzer,"(42.39715857, -71.13323572)",42.39715857,-71.13323572
Benji,Soft Coated Wheaten Terrier,"(42.37815622, -71.12535391)",42.37815622,-71.12535391
Benji,Soft C.Wheaton Ter,"(42.37956077, -71.12458648)",42.37956077,-71.12458648
Benjy,English Shepherd,"(42.38143326, -71.1131246)",42.38143326,-71.1131246
Bennie,Yorkiepoo,"(42.36467539, -71.09275698)",42.36467539,-71.09275698
Benny,Dachshund,"(42.36944159, -71.09733126)",42.36944159,-71.09733126
Benny,Labrador Retriever,"(42.38323757, -71.12135151)",42.38323757,-71.12135151
Benny,Beagle,"(42.38655992, -71.13579502)",42.38655992,-71.13579502
Benny,Cocker Spaniel,"(42.36812386, -71.10507994)",42.36812386,-71.10507994
Benny,Yorkshire Terrier,"(42.37196963, -71.1094147)",42.37196963,-71.1094147
Benny,Bichon Frise,"(42.38214629, -71.11467283)",42.38214629,-71.11467283
Benson,Plott Hound Mix,"(42.3727769, -71.08179533)",42.3727769,-71.08179533
Bentley,Pointer,"(42.39739506, -71.13160463)",42.39739506,-71.13160463
Bentley,Sheltie,"(42.36979866, -71.10432253)",42.36979866,-71.10432253
Bentley,0,"(42.3702014, -71.07428005)",42.3702014,-71.07428005
Bentley,Black Lab Mix,"(42.37122624, -71.07376893)",42.37122624,-71.07376893
Bentley,Terrier,"(42.36755593, -71.10653478)",42.36755593,-71.10653478
Bentley,Chihuaha,"(42.35827074, -71.11131531)",42.35827074,-71.11131531
Bentley,Lab Mix,"(42.36109485, -71.10872468)",42.36109485,-71.10872468
Bentley,Yorksire Terrier,"(42.37370375, -71.09111099)",42.37370375,-71.09111099
Bently,Shih Tzu,"(42.38929508, -71.1257126)",42.38929508,-71.1257126
Benton,Boxer American Bldog,"(42.40025135, -71.15266783)",42.40025135,-71.15266783
Benyo,Spaniel,"(42.36931128, -71.09440296)",42.36931128,-71.09440296
Benzo,Dachshund,"(42.39154679, -71.12526005)",42.39154679,-71.12526005
Benzoe,Dachshund,"(42.3903553, -71.12624981)",42.3903553,-71.12624981
Bergthor,Mastiff,"(42.37891431, -71.11088673)",42.37891431,-71.11088673
Berkeley,Golden Doodle,"(42.3708859, -71.12296795)",42.3708859,-71.12296795
Berkeley,Black Labrador Mix,"(42.38337259, -71.14250251)",42.38337259,-71.14250251
Berkeley,Golden Retriever,"(42.3823349, -71.11444459)",42.3823349,-71.11444459
Bernadette,Terrier,"(42.38090032, -71.12849715)",42.38090032,-71.12849715
Bernadette,Airedale,"(42.38660361, -71.13988108)",42.38660361,-71.13988108
Bernie,LABRADOODLE,"(42.3696828, -71.09903765)",42.3696828,-71.09903765
Bernie,Labrador Retriever,"(42.3788069, -71.12242078)",42.3788069,-71.12242078
Bernie Mcdonough,Labrador Retriever Mix,"(42.36785201, -71.09135537)",42.36785201,-71.09135537
Berry,Lhasa Apso,"(42.38876101, -71.1292626)",42.38876101,-71.1292626
Bert,Cairn Terrier,"(42.38088301, -71.1234255)",42.38088301,-71.1234255
Bertie,Bichon Frise,"(42.38356296, -71.12421763)",42.38356296,-71.12421763
Beskow,Basenji,"(42.3970596, -71.12786495)",42.3970596,-71.12786495
Bess,Brittany Spaniel,"(42.37106223, -71.10593913)",42.37106223,-71.10593913
Bessie,BEAGLE,"(42.37182019, -71.07632052)",42.37182019,-71.07632052
Bessie,Cockapoo,"(42.38182859, -71.13744527)",42.38182859,-71.13744527
Betsy,Affenpinscher,"(42.38003949, -71.12804266)",42.38003949,-71.12804266
Betty,Bichon Frise,"(42.36000875, -71.11295545)",42.36000875,-71.11295545
Betty,Beagle Mix,"(42.39379741, -71.12778068)",42.39379741,-71.12778068
Betty,Cockapoo Mix,"(42.38380117, -71.13591167)",42.38380117,-71.13591167
Betty,Labrador Retriever Mix,"(42.37057123, -71.09993882)",42.37057123,-71.09993882
Betty White-Paws (Betty),Austrailian Labradoodle,"(42.38932991, -71.13228772)",42.38932991,-71.13228772
Bhindy,Border Collie,"(42.37894859, -71.1287817)",42.37894859,-71.1287817
Bianca,0,"(42.38125898, -71.14115743)",42.38125898,-71.14115743
Bib,Cockerpoo,"(42.38131536, -71.11067801)",42.38131536,-71.11067801
Biba,Shih Tzu,"(42.38034477, -71.11579339)",42.38034477,-71.11579339
Biddie,Pomeranian,"(42.3699795, -71.11041187)",42.3699795,-71.11041187
Biggie,Pug,"(42.37409256, -71.11004069)",42.37409256,-71.11004069
Bigsby,Miniature Poodle,"(42.35644981, -71.10795075)",42.35644981,-71.10795075
Bijou,Terrier,"(42.39029239, -71.1292394)",42.39029239,-71.1292394
Biko,Vizsla,"(42.35731714, -71.09557473)",42.35731714,-71.09557473
Bill,Ret,"(42.35704406, -71.10837923)",42.35704406,-71.10837923
Billie,Australian Cattle Dog,"(42.38570969, -71.12614361)",42.38570969,-71.12614361
Billie,Red Tick Coon Hound,"(42.37335273, -71.09152981)",42.37335273,-71.09152981
Bindi,Spaniel Mix,"(42.37886352, -71.14006097)",42.37886352,-71.14006097
Bingo,Chihuahua,"(42.36923111, -71.09406235)",42.36923111,-71.09406235
Bingo,Jack Russell Terrier Mix,"(42.39481877, -71.13178006)",42.39481877,-71.13178006
Bingo,Chihuahua,"(42.36942796, -71.09843769)",42.36942796,-71.09843769
Bingo Lindauer-Cohen,Golden Retriever,"(42.38213578, -71.13540369)",42.38213578,-71.13540369
Bion,Wheaton Terrier,"(42.38223549, -71.13558629)",42.38223549,-71.13558629
Birdie,Mix,"(42.37977457, -71.13213248)",42.37977457,-71.13213248
Birdie,Lab Retriever,"(42.37344583, -71.12493267)",42.37344583,-71.12493267
Birdie,Terrier Mix,"(42.36776177, -71.0804057)",42.36776177,-71.0804057
Birdie,0,"(42.36854081, -71.08047829)",42.36854081,-71.08047829
Birdie,Labrador Retriever,"(42.37792208, -71.14152297)",42.37792208,-71.14152297
Birdie,Labrador Retriever Mix,"(42.36935738, -71.11124696)",42.36935738,-71.11124696
Biscuit,Terrier,"(42.39308093, -71.12621131)",42.39308093,-71.12621131
Biscuit,Yorkie,"(42.37145073, -71.11383254)",42.37145073,-71.11383254
Biscuit,Yorksire Terrier,"(42.36980144, -71.11383718)",42.36980144,-71.11383718
Biscuit Grape Juice,"Coonhound ,Tree Walker","(42.38439778, -71.11544129)",42.38439778,-71.11544129
Bise,German Shorthair Pointer,"(42.37811053, -71.1532913)",42.37811053,-71.1532913
Bishop,Standard Poodle,"(42.36016757, -71.11046254)",42.36016757,-71.11046254
Bisou,Standard Poodle,"(42.3785446, -71.13869359)",42.3785446,-71.13869359
Bitsy,Chihuahua,"(42.39531747, -71.14703836)",42.39531747,-71.14703836
Bixby,Cockerpoo,"(42.37848078, -71.14229196)",42.37848078,-71.14229196
Bj,Terrier,"(42.38956341, -71.14474226)",42.38956341,-71.14474226
Blackberry,Toy Poddle,"(42.39525052, -71.14297748)",42.39525052,-71.14297748
Blackie,Cockerpoo,"(42.38406536, -71.13553459)",42.38406536,-71.13553459
Blackie,Shih Tzu,"(42.3605534, -71.10425602)",42.3605534,-71.10425602
Blackjack,Cockerpoo,"(42.38740282, -71.13539033)",42.38740282,-71.13539033
Blake,Labrador Retriever,"(42.40159298, -71.13495498)",42.40159298,-71.13495498
Blanca,Chihuahua Sh Mix,"(42.37114849, -71.07758024)",42.37114849,-71.07758024
Blanco,,"(42.37727935, -71.15365592)",42.37727935,-71.15365592
Blaze,Labrador Retreiver,"(42.38355215, -71.13603913)",42.38355215,-71.13603913
Blaze,Labrador Retriever,"(42.36792923, -71.10698711)",42.36792923,-71.10698711
Blaze,American Staffordshire Terrier,"(42.39640244, -71.12825171)",42.39640244,-71.12825171
Blaze,English Labrador Retriever,"(42.38354561, -71.13602105)",42.38354561,-71.13602105
Blitz,Portuguese Water Dog,"(42.38280323, -71.11490786)",42.38280323,-71.11490786
Blonkie,Bolonka,"(42.37526078, -71.13871253)",42.37526078,-71.13871253
Blu,Cocker Spaniel,"(42.36217939, -71.10776299)",42.36217939,-71.10776299
Blu,Italian Mastiff,"(42.39733529, -71.13471641)",42.39733529,-71.13471641
Blu,Italian Mastiff,"(42.39815948, -71.13552684)",42.39815948,-71.13552684
Blue,Hound Cross Mix,"(42.3751989, -71.13111601)",42.3751989,-71.13111601
Blue,Hound Mix,"(42.39504041, -71.1260883)",42.39504041,-71.1260883
Blue,Mutt,"(42.36693272, -71.08220218)",42.36693272,-71.08220218
Blue,Pitbull,"(42.36614795, -71.09888347)",42.36614795,-71.09888347
Blue,Labrador Retriever,"(42.39224395, -71.14541576)",42.39224395,-71.14541576
Bo,Labrador Retriever X,"(42.39889827, -71.13755962)",42.39889827,-71.13755962
Bo,Terrier,"(42.38211178, -71.11178254)",42.38211178,-71.11178254
Bob,0,"(42.38208053, -71.13257138)",42.38208053,-71.13257138
Bob,Italian Greyhould,"(42.3683628, -71.10384914)",42.3683628,-71.10384914
Bob,Miniature Poodle,"(42.36942649, -71.10037047)",42.36942649,-71.10037047
Boba,American Bulldog,"(42.39454033, -71.14642686)",42.39454033,-71.14642686
Bobbie,Dachshund,"(42.36868735, -71.08166086)",42.36868735,-71.08166086
Bobo,Pomeranian Mix,"(42.35927997, -71.11196355)",42.35927997,-71.11196355
Bobo,Pug,"(42.37547962, -71.13969301)",42.37547962,-71.13969301
Bobo,Chihuahua,"(42.36456749, -71.10499128)",42.36456749,-71.10499128
Bode,Boston Terrier Mix,"(42.37265109, -71.08622971)",42.37265109,-71.08622971
Bodhi,Yorkshire Terrier,"(42.38687259, -71.12067207)",42.38687259,-71.12067207
Bodi,Vizsla,"(42.37842529, -71.14217046)",42.37842529,-71.14217046
Bodie,Leonberger,"(42.36426497, -71.11007505)",42.36426497,-71.11007505
Bodie,Vizsla,"(42.3711219, -71.11129203)",42.3711219,-71.11129203
Bodie,Goldendoodle,"(42.37732225, -71.12306967)",42.37732225,-71.12306967
Bodie,Vizsla,"(42.36739659, -71.10913432)",42.36739659,-71.10913432
Bodie,Husky,"(42.37897043, -71.13444874)",42.37897043,-71.13444874
Bodo,Rat Terrier,"(42.37753335, -71.15016533)",42.37753335,-71.15016533
Bogart,Bernese Mountain Dog,"(42.38262302, -71.13664538)",42.38262302,-71.13664538
Bogey,Australian Shepherd,"(42.37069768, -71.09846087)",42.37069768,-71.09846087
Bogie,Field Spaniel,"(42.39947445, -71.12973957)",42.39947445,-71.12973957
Bohdi,Portuguese Water Dog,"(42.37567497, -71.1305529)",42.37567497,-71.1305529
Bohdi,Great Swiss Mountain Dog,"(42.36742687, -71.10854361)",42.36742687,-71.10854361
Bolt,Basenji,"(42.35901343, -71.10889856)",42.35901343,-71.10889856
Bomi,Great Pyrenese X,"(42.3822093, -71.13294709)",42.3822093,-71.13294709
Bondi,German Shepherd,"(42.36821319, -71.08513422)",42.36821319,-71.08513422
Bone,Jack Russel Terrier,"(42.37970185, -71.14272934)",42.37970185,-71.14272934
Bonita,Labrador Retriever,"(42.3924076, -71.12152364)",42.3924076,-71.12152364
Bonnie,Miniature Dachshund,"(42.39142856, -71.14609093)",42.39142856,-71.14609093
Bonnie,Cockerpoo,"(42.39560175, -71.13268944)",42.39560175,-71.13268944
Bonnie,Chihuahua,"(42.39439289, -71.13909403)",42.39439289,-71.13909403
Bonnie,Miniature Pinscher,"(42.37531846, -71.12528124)",42.37531846,-71.12528124
Bonnie Killeen,Labrador Ter Mix,"(42.39613838, -71.14761153)",42.39613838,-71.14761153
Bono,Cockerpoo,"(42.3986456, -71.13895531)",42.3986456,-71.13895531
Bonus,LABRADOR RETREIVER,"(42.38026789, -71.14187284)",42.38026789,-71.14187284
Bonzai,Aust Shep,"(42.37055491, -71.07789909)",42.37055491,-71.07789909
Bonzai,Australian Shepherd,"(42.39529794, -71.14767205)",42.39529794,-71.14767205
Boo,Cavalier King Charles/Mix,"(42.35805638, -71.11230814)",42.35805638,-71.11230814
Boo,Terrier Mix,"(42.38179621, -71.11958709)",42.38179621,-71.11958709
Boo,English Cocker,"(42.38412029, -71.11380385)",42.38412029,-71.11380385
Boo,Shih Tzu,"(42.39896577, -71.13919688)",42.39896577,-71.13919688
Boo,Border Collie,"(42.36780974, -71.09490698)",42.36780974,-71.09490698
Boo,Beagle,"(42.3663542, -71.10979427)",42.3663542,-71.10979427
Boo,Labrador Retreiver,"(42.38619773, -71.13606316)",42.38619773,-71.13606316
Booboo,Pug,"(42.37597949, -71.13918784)",42.37597949,-71.13918784
Boo Boo,Mix,"(42.40012882, -71.1338273)",42.40012882,-71.1338273
Boof,Pit Bull,"(42.37314027, -71.0895703)",42.37314027,-71.0895703
Boomer,Labradoddle,"(42.37820297, -71.1348886)",42.37820297,-71.1348886
Boomer,Labrador Beagle Mix,"(42.36960051, -71.09166904)",42.36960051,-71.09166904
Boomer,Labrador Retreiver,"(42.36795314, -71.09841918)",42.36795314,-71.09841918
Boomie,Chihuahua,"(42.38603518, -71.11988993)",42.38603518,-71.11988993
Boone,Golden Doodle,"(42.36387731, -71.1098599)",42.36387731,-71.1098599
Boots,Yorksire Terrier,"(42.3681202, -71.10264274)",42.3681202,-71.10264274
Boots,Labrador Retriever X,"(42.37695333, -71.10578033)",42.37695333,-71.10578033
Boots,Shih Tzu,"(42.38708691, -71.12736404)",42.38708691,-71.12736404
Bootsy,French Bulldog,"(42.36308602, -71.08297292)",42.36308602,-71.08297292
Bosco,Labrador Retreiver,"(42.39904213, -71.1388746)",42.39904213,-71.1388746
Bosco,Labrador Retriever,"(42.39238822, -71.12103314)",42.39238822,-71.12103314
Bosco,Greyhound,"(42.38008858, -71.1398299)",42.38008858,-71.1398299
Bosco,Mix,"(42.37666821, -71.10957221)",42.37666821,-71.10957221
Bosley,Minature Australian Shepherd,"(42.38308686, -71.14015396)",42.38308686,-71.14015396
Boss,Bullmastiff,"(42.35733932, -71.11166404)",42.35733932,-71.11166404
Boss Dog,Schipperkee,"(42.36980639, -71.11055423)",42.36980639,-71.11055423
Boston,Pitbull,"(42.36912559, -71.08326541)",42.36912559,-71.08326541
Boston,Boston Terrier,"(42.36563913, -71.09762439)",42.36563913,-71.09762439
Boswell,Cocker Spaniel,"(42.37787601, -71.13536005)",42.37787601,-71.13536005
Boudica,Airedale,"(42.38345905, -71.12913252)",42.38345905,-71.12913252
Bouncer,Shih Tzu,"(42.36770731, -71.09213599)",42.36770731,-71.09213599
Bow,Poodle,"(42.38986733, -71.12387043)",42.38986733,-71.12387043
Bowie,Dachshund,"(42.37480849, -71.13186812)",42.37480849,-71.13186812
