ID#,Name,Breed,Transaction,,
1102011,Roxi                   ,Chihuahua,9/28/2016,,
1102012,Michiru               ,Beagle Mix,9/29/2016,,
1102013,Jake                   ,Beagle Mix,9/29/2016,,
1102014,Anastasia           ,Sheltie,9/29/2016,,
1102015,Rudy                  ,Beagle,10/3/2016,,
1102016,Jake                   ,Pit Bull Mix,10/3/2016,,
1102017,Skippy                ,Beagle,10/3/2016,,
1102018,Ophallan            ,Siberian Husky,10/3/2016,,
1102019,Elke                    ,Great Pyrenees,10/3/2016,,
1102020,Hooper               ,Maltese,10/3/2016,,
1102021,Princess             ,Chihuahua,10/3/2016,,
1102022,Buster                ,Siberian Husky,10/5/2016,,
1102024,Nala                   ,Pit Bull Mix,10/7/2016,,
1102025,Bella                   ,Pit Bull Mix,10/7/2016,,
1102026,Velda                 ,Husky Mix,10/11/2016,,
1102027,Rukka                ,Hound Mix,10/14/2016,,
1102028,Shelby                ,Pit Bull Mix,10/17/2016,,
1102029,Rowdy                ,Hound Mix,10/19/2016,,
1102030,Mazy                  ,Collie,12/14/2010,,
1102031,Tedy                   ,Springer Spaniel,10/27/2016,,
1102032,Cooper               ,Yorkshire Terrier,10/28/2016,,
1102033,Gracie T             ,Pit Bull Mix,10/28/2016,,
1102034,Snowbell            ,Siberian Husky,10/31/2016,,
1102035,Cameron            ,Havanese,10/31/2016,,
1102036,Chomper Anzini ,Vizsla,10/31/2016,,
1102037,Bailey                 ,Golden Retriever,11/2/2016,,
1102039,Troy                   ,Pit Bull Mix,11/4/2016,,
1102040,Lulu                    ,Beagle,1/26/2018,,
1102041,Roscoe              ,Labrador Retriever,11/7/2016,,
1102042,Zeus                   ,Chihuahua,11/10/2016,,
1102043,Oscar                 ,Spaniel Mix,11/10/2016,,
1102044,Shilo                   ,Silky Terrier,11/10/2016,,
1102045,Cole                   ,Great Dane,11/14/2016,,
1102046,Baby                  ,Labrador Husky,11/21/2016,,
1102047,Quota                 ,Pitbull,11/21/2016,,
1102048,Bella                   ,Chihuahua,5/8/2013,,
1102049,Sparky               ,Terrier Mix,11/28/2016,,
1102050,Nahla                 ,Labradoodle,11/28/2016,,
1102051,Spike                  ,Shih Tzu,11/29/2016,,
1102052,Pierre Negron    ,Bichon Frise,11/29/2016,,
1102053,Lainie                 ,Bichon Avanese,11/29/2016,,
1102054,Kenzie                ,Yorkshire Terrier,11/29/2016,,
1102055,Sophie               ,Shiba Inu,11/30/2016,,
1102056,Wallace              ,Labrador Mix,11/30/2016,,
1102057,Kishi                   ,Pomeranian,12/1/2016,,
1102058,Poppa                ,Chihuahua,12/5/2016,,
1102059,Tula Everett       ,Chihuahua,12/5/2016,,
1102060,Bella                   ,Labrador Mix,12/6/2016,,
1102062,Mia                     ,Hound,12/6/2016,,
1102063,Rusty                 ,Dachshund,12/9/2016,,
1102064,Hestia                ,Basset Artesien Normand,12/14/2016,,
1102065,Bisco                  ,Terrier Mix,12/14/2016,,
1102066,Starbuck            ,Shih Tzu,12/16/2016,,
1102067,Monkey              ,Labrador Mix,12/16/2016,,
1102068,Macy Gray         ,Pit Bull Mix,12/16/2016,,
1102069,Ava                    ,Boxer Mix,12/20/2016,,
1102070,Kodi Bear           ,Labrador Mix,12/22/2016,,
1102071,Lolow                 ,Pit Bull Mix,12/23/2016,,
1102072,Roxie Murphy    ,Belgian Shepherd Dog (Tervueren),12/27/2016,,
1102073,Herschel            ,Saint Bernard,12/27/2016,,
1102074,Sophie               ,Pit Bull Mix,1/3/2017,,
1102075,Bandit                ,Terrier Mix,1/4/2017,,
1102076,Diamond            ,Pit Bull Mix,1/5/2017,,
1102077,Sadie                 ,Collie Mix,1/6/2017,,
1102078,Baby Gil             ,Shih Tzu,1/6/2017,,
1102079,Boomer              ,Akita,1/9/2017,,
1102080,Isis                     ,German Shepherd Dog,1/11/2017,,
1102081,Bella                   ,Boxer,1/13/2017,,
1102082,Chico Lagace     ,Labrador Mix,1/17/2017,,
1102083,Oscar                 ,Poodle Mix,1/17/2017,,
1102084,Mela                   ,Chihuahua,1/23/2017,,
1102085,Lucy                   ,Terrier Mix,1/19/2017,,
1102086,Lady                   ,Chihuahua,1/23/2017,,
1102087,Crunch               ,Pitbull,1/24/2017,,
1102088,Arlo                    ,Belgian Shepherd Dog (Groenendael),1/24/2017,,
1102089,Ellie                    ,Chihuahua,1/25/2017,,
1102090,Duncan              ,Maltese,1/25/2017,,
1102091,Rudy                  ,Golden Retriever,1/25/2017,,
1102092,Thunder             ,American Bulldog,1/25/2017,,
1102093,Ramzee             ,Olde English Bulldogge,1/25/2017,,
1102094,K C                     ,Terrier,1/25/2017,,
1102095,Higby                 ,Terrier,1/25/2017,,
1102096,King                   ,Yorkshire Terrier,1/27/2017,,
1102097,Crissy                 ,Maltese,1/27/2017,,
1102098,Dierks                ,Labrador Mix,1/31/2017,,
1102099,Odin                   ,American Bulldog,2/1/2017,,
1102100,Henny                ,Pitbull,2/3/2017,,
1102101,Baby                  ,Hound Mix,2/3/2017,,
1102103,Titon                   ,Rottweiler,2/10/2017,,
1102104,Mary Jane          ,Cane Corso,2/10/2017,,
1102105,Echo                  ,Yorkshire Terrier,2/13/2017,,
1102106,Pepper               ,Yorkshire Terrier,2/13/2017,,
1102107,Steve                 ,Shih Tzu,2/15/2017,,
1102108,Jenny                 ,Jack Russell Terrier,2/16/2017,,
1102109,Raja                   ,Beagle Mix,2/17/2017,,
1102110,Rusty                 ,Vizsla,2/21/2017,,
1102111,Chico                 ,Bully Kutta,2/24/2017,,
1102112,Juneau               ,Husky Mix,2/27/2017,,
1102113,Kelly                   ,Labrador Mix,2/28/2017,,
1102114,Diego                 ,Chihuahua,3/1/2017,,
1102115,Bentley               ,Yorkshire Terrier,3/2/2017,,
1102116,Panda                ,Sheepdog,3/6/2017,,
1102117,Hennessy           ,Golden Retriever,3/3/2017,,
1102118,Apollo                 ,Akita,3/3/2017,,
1102119,Artemis              ,Pit Bull Mix,3/3/2017,,
1102120,Dogo                  ,Beagle Mix,3/8/2017,,
1102121,Coco                  ,Pitbull,3/9/2017,,
1102122,Bear                   ,Pomeranian,3/9/2017,,
1102123,Rover                 ,Redbone Coonhound,3/9/2017,,
1102124,Bruno                 ,Chihuahua,3/13/2017,,
1102125,Prince                ,Hound Mix,3/17/2017,,
1102126,Queen                ,Shepherd Mix,3/17/2017,,
1102127,Mikko                 ,Husky Mix,3/17/2017,,
1102128,Doug                  ,Dachshund,3/20/2017,,
1102129,Bailey                 ,Labrador Mix,3/21/2017,,
1102130,Bella                   ,Pit Bull Mix,3/21/2017,,
1102132,Blake                  ,Miniature Pinscher,3/24/2017,,
1102133,Naya                  ,Shepherd Mix,3/24/2017,,
1102134,Leonard             ,Husky Mix,3/27/2017,,
1102135,Miley                  ,Border Collie,3/27/2017,,
1102136,Buddy                ,Poodle,3/28/2017,,
1102137,Louie                  ,Maltese,3/28/2017,,
1102138,Dutch                 ,Yorkshire Terrier,1/25/2019,,
1102139,Magic                 ,Labrador Mix,3/29/2017,,
1102140,Max                    ,Husky Mix,3/30/2017,,
1102141,Clover                ,Cockapoo,3/31/2017,,
1102142,Calasso              ,Bulldog,4/3/2017,,
1102143,Xena                  ,Pit Bull Mix,11/4/2016,,
1102144,Queen                ,Terrier,4/3/2017,,
1102145,Dutchess            ,Terrier,4/3/2017,,
1102146,Lady                   ,Fox Hound,12/6/2016,,
1102147,Oreo                   ,Terrier,4/3/2017,,
1102148,Marrlett              ,"Poodle, toy",4/4/2017,,
1102149,Felix                   ,Dachshund,4/4/2017,,
1102150,Logan                 ,Labrador Retriever,4/4/2017,,
1102151,Otis                    ,Goldendoodle,4/5/2017,,
1102152,Nellie                  ,Labrador Mix,4/7/2017,,
1102153,Baron                 ,German Shepherd Dog,4/10/2017,,
1102154,Bear                   ,Labrador Husky,4/10/2017,,
1102156,Shilo                   ,Chesapeake Bay Retriever,4/10/2017,,
1102157,Theodore           ,Terrier,4/12/2017,,
1102158,Sherman            ,American Staffordshire Terrier,7/17/2014,,
1102159,Remi                  ,American Staffordshire Terrier,4/14/2017,,
1102160,Foxy                   ,Shih Tzu,4/14/2017,,
1102161,Max                    ,Beagle,4/14/2017,,
1102162,Chickweed         ,Jack Russell Terrier,4/14/2017,,
1102163,Sophie               ,Poodle,4/14/2017,,
1102164,Daisy Baker       ,Pomeranian,4/14/2017,,
1102165,Max                    ,Labrador Mix,4/16/2014,,
1102166,Rocky                 ,Boxer,4/16/2014,,
1102167,Marley                ,Akita,4/17/2017,,
1102168,Max                    ,German Shepherd Dog,4/18/2017,,
1102169,Gypsy                ,German Shepherd Dog,4/18/2017,,
1102170,Rubble               ,Shepherd Mix,4/18/2017,,
1102171,Rudy                  ,Cairn Terrier,4/19/2017,,
1102172,Athena Chica     ,Mastiff,4/19/2017,,
1102174,Winston              ,Maltese,4/19/2017,,
1102175,Sadie                 ,Australian Shepherd,4/20/2017,,
1102176,Cara                   ,Australian Shepherd,4/20/2017,,
1102177,Beauty               ,Australian Shepherd,4/20/2017,,
1102178,Oona                  ,Rottweiler,4/21/2017,,
1102179,Violet                  ,Labrador Mix,4/24/2017,,
1102180,Zeus Kimball      ,American Bulldog,4/24/2017,,
1102181,Brewster            ,Golden Retriever,4/20/2011,,
1102182,Baby                  ,Beagle,4/25/2017,,
1102183,Zoey                   ,Yorkshire Terrier,8/24/2016,,
1102184,Bella Fennelly    ,Pitbull,4/27/2017,,
1102185,Nellie                  ,Labrador Retriever,5/1/2017,,
1102186,Mac                    ,Australian Cattle Dog,5/2/2017,,
1102187,Zeus                   ,Pit Bull Mix,5/2/2017,,
1102188,Pablo                 ,Maltese,5/2/2017,,
1102189,Ducky                 ,Golden Retriever,5/3/2017,,
1102190,Codie                 ,Labrador Retriever,5/3/2017,,
1102191,Hines                 ,Labrador Retriever,5/3/2017,,
1102192,Snuggles            ,Yorkshire Terrier,5/4/2017,,
1102193,Piper                  ,Pekingese,5/4/2017,,
1102194,Cassie                ,Chow Mix,5/5/2017,,
1102195,Iris                      ,Shih Tzu,5/8/2017,,
1102196,Gus                    ,Boxer Mix,5/8/2017,,
1102197,Shuffles              ,Beagle Mix,5/10/2017,,
1102198,Tommy               ,Golden Retriever,5/11/2017,,
1102199,Josie                  ,Dachshund,5/11/2017,,
1102200,Roxy                  ,Shetland Sheepdog,5/12/2017,,
1102201,Cooper               ,Shetland Sheepdog,5/12/2017,,
1102202,Oliver                 ,Maltese,5/12/2017,,
1102203,Dakota               ,Catahoula Leopard Dog,5/12/2017,,
1102204,Rosa                  ,Russian Black Terrier,5/16/2017,,
1102205,Dobie                 ,Beagle Mix,5/16/2017,,
1102206,Yaviah                ,Jack Russell Terrier,5/17/2017,,
1102207,Belle                   ,Husky Mix,5/17/2017,,
1102208,Murray               ,Lhasa Apso,5/22/2017,,
1102209,Lady                   ,Bulldog,5/23/2017,,
1102210,Bear                   ,Labrador Mix,5/8/2015,,
1102211,Carmin               ,Maltese,5/8/2015,,
1102212,Rex                    ,Boxer Mix,5/25/2017,,
1102213,Lula                    ,Catahoula Leopard Dog,5/30/2017,,
1102214,Terra                  ,Australian Cattle Dog,5/30/2017,,
1102215,Gretta                 ,Australian Cattle Dog,5/30/2017,,
1102216,Opie                   ,Pit Bull Mix,10/16/2012,,
1102217,Dottie                 ,Chow Mix,5/30/2017,,
1102219,Ruby                  ,Chow Mix,4/17/2008,,
1102220,Cyprus               ,Border Collie,6/1/2017,,
1102221,Ichabod              ,Miniature Pinscher,5/19/2015,,
1102222,Abe                    ,Labrador Retriever,2/1/2016,,
1102223,Watson              ,Beagle Mix,6/5/2017,,
1102224,Zoe                    ,Labrador Husky,6/5/2017,,
1102225,Jax                     ,Labrador Mix,6/7/2017,,
1102226,Diablo                ,Cane Corso,6/7/2017,,
1102227,Laikaluv             ,Boston Terrier,6/9/2017,,
1102228,Versace             ,Chihuahua,6/9/2017,,
1102229,Petey                 ,Yorkshire Terrier,6/9/2017,,
1102230,Bert                    ,Poodle,6/9/2017,,
1102231,Lilee                   ,Chihuahua,6/9/2017,,
1102232,Cookie               ,Boxer Mix,6/12/2017,,
1102233,Lola                    ,Shih Tzu,6/12/2017,,
1102234,Chloe                 ,Terrier Mix,6/16/2017,,
1102235,Ela                     ,Labrador Mix,6/16/2017,,
1102236,Rosie                 ,Labrador Mix,8/3/2020,,
1102237,Whinnie              ,American Bulldog,6/19/2017,,
1102238,Max                    ,Pit Bull Mix,6/20/2017,,
1102239,Max                    ,Dachshund,6/20/2017,,
1102240,Bubba Fatt         ,Dachshund,6/20/2017,,
1102241,Blanco                ,Chihuahua,6/21/2017,,
1102242,Larry David Simon Moss       ,Terrier Mix,6/22/2017,,
1102243,Azzy Server       ,Labrador Mix,6/22/2017,,
1102244,Chloe Deschanel          ,Bloodhound,6/26/2017,,
1102245,Milo Fleurey       ,Boston Terrier,6/26/2013,,
1102246,Syvedka             ,Pekingese,6/29/2017,,
1102247,Gooch                ,Chihuahua,6/29/2017,,
1102248,Sassy                 ,Shetland Sheepdog,6/30/2017,,
1102249,Gracie                ,Shar Pei,7/14/2015,,
1102250,Bristol                 ,Boxer Mix,7/7/2017,,
1102251,Rocket               ,"Poodle, toy",7/10/2017,,
1102252,Josie                  ,Beagle Mix,7/11/2017,,
1102253,Melody               ,Miniature Pinscher,7/11/2017,,
1102254,Izzy                    ,Bulldog,7/11/2017,,
1102255,Apollo                 ,German Shepherd Dog,7/11/2017,,
1102256,Scout                 ,Hound Mix,7/12/2017,,
1102257,Bella                   ,Pit Bull Mix,7/12/2017,,
1102258,Doobie               ,Pit Bull Mix,7/13/2017,,
1102259,Dolly                   ,Labrador Mix,7/14/2017,,
1102260,Roux                  ,Bichon Avanese,7/17/2017,,
1102261,Reign                 ,Golden Retriever,7/17/2017,,
1102262,Rocky                 ,Australian Shepherd,7/17/2017,,
1102263,Oakley               ,Bernese Mountain Dog,7/17/2017,,
1102264,layla                   ,Staffordshire Bull Terrier,7/19/2017,,
1102265,Nala Ann Vigo    ,Pitbull,7/19/2017,,
1102266,Pyro                   ,Shiba Inu,7/19/2017,,
1102267,Little Bear          ,Maltese,7/21/2017,,
1102268,Ekko                   ,Shepherd Mix,7/21/2017,,
1102269,Rupert                ,Bulldog,7/25/2017,,
1102270,Harley                ,Rottweiler,7/27/2017,,
1102271,Franklin              ,Australian Cattle Dog,7/28/2017,,
1102272,Ernie                  ,Beagle Mix,7/28/2017,,
1102273,Koda                  ,Golden Retriever,7/28/2017,,
1102274,Mimi                   ,Chihuahua,8/3/2017,,
1102275,Stacia                 ,Pit Bull Mix,8/8/2017,,
1102276,Davey Crockett  ,Australian Shepherd- Miniature,8/10/2017,,
1102277,Tai-Chi               ,Labrador Mix,8/11/2017,,
1102278,Marty                  ,Terrier,8/11/2017,,
1102279,Molly                  ,Pit Bull Mix,8/11/2017,,
1102280,Harper Lee Stone              ,Golden Retriever,8/14/2017,,
1102281,Buttercup           ,Shar Pei,9/7/2011,,
1102283,Sophie               ,Labrador Retriever,8/17/2017,,
1102284,Wally                  ,Terrier Mix,8/18/2017,,
1102285,Maccabee          ,Collie,8/18/2017,,
1102286,Ellie                    ,Beagle,8/18/2017,,
1102287,Luna                   ,Jack Russell Terrier,8/18/2017,,
1102288,Cudi                   ,Pomeranian,8/18/2017,,
1102289,Pixie                   ,Pomeranian,8/21/2017,,
1102290,Jagger                ,Boxer,8/21/2017,,
1102291,Belle                   ,Sheltie,8/22/2017,,
1102292,Missy                 ,Chihuahua,8/23/2017,,
1102293,Tiki                     ,Chihuahua,8/23/2017,,
1102294,Doozer               ,Dachshund,8/24/2017,,
1102295,Angus                ,Cockapoo,8/25/2017,,
1102296,Brandywine        ,Pit Bull Mix,8/28/2017,,
1102298,Khaleesi             ,Carolina Dog,8/28/2017,,
1102299,Hugo                  ,Dobermann Pinscher,8/29/2017,,
1102300,Dolly                   ,Dachshund,8/31/2017,,
1102302,Nalla                  ,Chihuahua,9/1/2017,,
1102303,Miko                   ,Siberian Husky,9/7/2017,,
1102304,Shadow              ,Siberian Husky,9/5/2017,,
1102305,Charlie               ,Bichon Frise,9/6/2017,,
1102306,Shadow              ,Terrier Mix,9/6/2017,,
1102307,Bane                  ,German Shepherd Dog,9/7/2017,,
1102308,Mocha Loomis   ,Pit Bull Mix,9/7/2017,,
1102309,Gideon               ,Bulldog,9/8/2017,,
1102310,Momo                 ,Dachshund,9/11/2017,,
1102311,Jeter                   ,Golden Retriever,11/16/2015,,
1102312,Beamer              ,Boxer,9/15/2017,,
1102313,Patch                 ,Miniature Australian Shepherd,9/18/2017,,
1102314,Milo                    ,Pekingese,9/18/2017,,
1102316,Mr. Biggs           ,Pug,9/20/2017,,
1102317,Truey                 ,Pit Bull Mix,9/21/2017,,
1102318,Monster              ,Pit Bull Mix,9/21/2017,,
1102319,Buddy                ,Yorkshire Terrier,9/26/2017,,
1102320,Banks                 ,Pit Bull Mix,9/26/2017,,
1102321,Bogie                 ,Miniature Schnauzer,9/26/2017,,
1102322,Pixie                   ,Pit Bull Mix,9/26/2017,,
1102323,Rico                   ,Golden Retriever,9/26/2017,,
1102324,Maggie               ,Golden Retriever,9/27/2017,,
1102325,Milo                    ,Beagle,9/27/2017,,
1102326,Louie                  ,Australian Shepherd,9/28/2017,,
1102327,Lucy                   ,Terrier,10/6/2011,,
1102328,Betty                  ,Poodle Mix,10/10/2017,,
1102329,Trooper              ,Shepherd Mix,10/11/2017,,
1102331,Luna                   ,Australian Shepherd,10/13/2017,,
1102332,Kieghley             ,Hound Mix,10/13/2017,,
1102333,Sadie                 ,Coonhound,10/17/2017,,
1102334,Loki                    ,St. Bernard,10/6/2016,,
1102335,Blitz                    ,Pitbull,10/17/2017,,
1102336,Titus                   ,Airedale Terrier,10/20/2017,,
1102338,Maddie               ,German Shepherd Dog,10/25/2017,,
1102339,Rupert                ,Terrier Mix,10/23/2017,,
1102340,Jack                   ,Labrador Mix,11/25/2009,,
1102341,Oona                  ,Rottweiler,10/26/2017,,
1102342,Cooper               ,Chihuahua,10/27/2017,,
1102343,Lokey                 ,Pitbull,10/27/2017,,
1102344,Domino              ,Pug,10/30/2017,,
1102345,Norman              ,Bulldog,10/31/2017,,
1102346,Roxie                 ,Jack Russell Terrier,10/31/2017,,
1102347,Ponchito             ,Pomeranian,10/31/2017,,
1102348,Charlum             ,Cane Corso,11/6/2017,,
1102349,Ica                      ,Cane Corso,11/6/2017,,
1102350,Ratchet              ,Pitbull,11/8/2017,,
1102351,Baloo                 ,American Pit Bull Terrier,11/8/2017,,
1102352,Lilo                     ,French Bulldog,11/13/2017,,
1102353,Stitch                  ,French Bulldog,11/13/2017,,
1102354,Klover                ,Shih Tzu,11/13/2017,,
1102355,Abaigail              ,Pitbull,11/14/2017,,
1102356,Skye                   ,Chihuahua,11/14/2017,,
1102357,Sox                    ,Boxer,11/14/2017,,
1102358,Yorrick               ,Dachshund,11/15/2017,,
1102359,Poseidon            ,American Staffordshire Terrier,11/16/2017,,
1102360,Jacob                 ,Yorkshire Terrier,11/16/2017,,
1102361,Munsee              ,Shiba Inu,11/16/2017,,
1102362,Odin                   ,Goldendoodle,11/17/2017,,
1102363,Noah                  ,Long Hair Mix,11/17/2017,,
1102364,Aymie Greyce    ,Collie,11/27/2017,,
1102365,Ginger                ,Chihuahua,11/27/2017,,
1102366,Henry                 ,Australian Cattle Dog,11/30/2017,,
1102367,Happy                ,Dachshund,11/30/2017,,
1102368,Buffy                  ,Golden Retriever,12/1/2017,,
1102369,Dixie                   ,Hound,12/4/2017,,
1102370,Zoey                   ,Golden Retriever,12/6/2017,,
1102371,Abby                  ,Pomeranian,12/6/2017,,
1102372,Hercules            ,Jack Russell Terrier,12/6/2017,,
1102374,Ballo                   ,Pit Bull Mix,12/8/2017,,
1102375,Mira                    ,Poodle,12/11/2017,,
1102376,Maggie               ,English Springer Spaniel,12/14/2017,,
1102377,Tinker Bell          ,Poodle,12/15/2017,,
1102378,Louie                  ,French Bulldog,12/15/2017,,
1102379,Molly                  ,Greyhound,12/18/2017,,
1102380,Midnight             ,Greyhound,12/18/2017,,
1102381,Roxy                  ,Terrier,12/18/2017,,
1102382,Circuit                ,Chihuahua,12/19/2017,,
1102383,Daisy Mae          ,Bulldog,12/20/2017,,
1102384,Lily                     ,Pitbull,12/26/2017,,
1102385,Lucia                  ,Bulldog,12/26/2017,,
1102386,Nala                   ,Pitbull,12/26/2017,,
1102387,Dallas                 ,Pitbull,12/26/2017,,
1102388,Angus                ,Jack Russell Terrier,1/8/2018,,
1102389,Stac                   ,Chihuahua,1/12/2018,,
1102390,Crosby               ,Pug,1/16/2018,,
1102391,Bullseye             ,Rat Terrier,1/17/2018,,
1102392,Lucky                 ,Pit Bull Mix,1/17/2018,,
1102394,Beau                  ,Labradoodle,1/18/2018,,
1102395,Buzz Lightyear   ,Beagle,1/23/2018,,
1102396,Onyx                  ,Labrador Retriever,1/23/2018,,
1102397,Lucky                 ,Jack Russell Terrier,1/23/2018,,
1102398,Freya                 ,Labrador Mix,1/25/2018,,
1102399,Chewy                ,Rottweiler,1/25/2018,,
1102400,Kodi                   ,Border Collie,1/25/2018,,
1102401,Ayla                    ,Shepherd Mix,1/26/2018,,
1102402,Finn Hendrix      ,Beagle Mix,1/29/2018,,
1102403,Maggie               ,Bulldog,1/31/2018,,
1102404,Bella                   ,Boston Terrier,2/1/2018,,
1102405,Rocco                ,Boston Terrier,2/1/2018,,
1102406,Max                    ,Yorkshire Terrier,2/2/2018,,
1102408,                           ,Pit Bull Mix,2/2/2018,,
1102409,Princess             ,American Bulldog,2/2/2018,,
1102410,                           ,Maltese,2/5/2018,,
1102411,Dallas                 ,Australian Shepherd,2/5/2018,,
1102412,Omilee               ,German Shepherd Dog,2/5/2018,,
1102413,Ashoka               ,Boxer,2/6/2018,,
1102414,Tonke                 ,Chihuahua,2/6/2018,,
1102415,Mollie                 ,Bulldog,2/8/2018,,
1102416,Ralphie              ,Terrier Mix,2/9/2018,,
1102417,Cherub               ,Golden Retriever,2/13/2018,,
1102418,Max/Chip           ,Shih Tzu,2/13/2018,,
1102419,Caesar               ,American Bulldog,2/13/2018,,
1102420,Jasper                ,West Highland White Terrier,2/14/2018,,
1102421,Aspen                ,"Schnauzer, Standard",2/14/2018,,
1102422,Bully                   ,Rhodesian Ridgeback,2/16/2018,,
1102423,Chulo                 ,Labrador Retriever,2/16/2018,,
1102424,Bella                   ,Pit Bull Mix,2/20/2018,,
1102425,Rudy                  ,Beagle Mix,2/20/2018,,
1102426,MacDougle        ,Terrier Mix,2/21/2018,,
1102427,June                   ,Shiba Inu,2/3/2016,,
1102428,Moosh                ,American Bulldog,2/22/2018,,
1102429,Lucie                  ,Terrier,2/22/2018,,
1102430,Cassidy              ,Pit Bull Mix,2/22/2018,,
1102431,Honey Ginger    ,Terrier Mix,2/27/2018,,
1102432,Tessa                 ,Labrador Mix,3/1/2018,,
1102433,Harper                ,Poodle,3/2/2018,,
1102434,Coco                  ,Pit Bull Mix,3/5/2018,,
1102435,Brandy               ,Papillon,3/6/2018,,
1102436,Pumpkin             ,Husky Mix,3/8/2018,,
1102437,Bella                   ,Puggle,3/12/2018,,
1102438,Maxx                  ,Chihuahua,3/14/2018,,
1102439,Jax                     ,Chihuahua,3/14/2018,,
1102440,Jaxon                 ,Miniature Schnauzer,3/19/2018,,
1102441,Stella                  ,German Shepherd Dog,3/20/2018,,
1102442,Augie                 ,Chihuahua,3/20/2018,,
1102443,Ace                    ,German Shepherd Dog,3/20/2018,,
1102444,Jesse                 ,Black Mouth Cur,3/22/2018,,
1102446,Baby Riley         ,Pit Bull Mix,3/26/2018,,
1102447,                           ,German Shepherd Dog,3/27/2018,,
1102448,Lola                    ,Goldendoodle,3/28/2018,,
1102449,Bruno                 ,Goldendoodle,3/28/2018,,
1102450,Finlay                 ,Golden Retriever,3/29/2018,,
1102451,Brady                 ,Golden Retriever,3/29/2018,,
1102452,Stacks                ,Pitbull,3/30/2018,,
1102453,Tucker                ,Labrador Mix,3/30/2018,,
1102454,Paris                  ,Yorkshire Terrier,4/2/2018,,
1102455,Flash                  ,Pit Bull Mix,4/2/2018,,
1102456,Imogene             ,Welsh Corgi,4/3/2018,,
1102457,Gypsy                ,Pitbull,4/3/2018,,
1102458,Bear                   ,Pit Bull Mix,4/3/2018,,
1102459,Kono                  ,Siberian Husky,4/6/2018,,
1102460,Frankie               ,Jack Russell Terrier,4/6/2018,,
1102461,Franklin              ,Bulldog,4/9/2018,,
1102462,Spot Tyler          ,Shih Tzu,4/10/2018,,
1102463,Bianca                ,Terrier,4/12/2018,,
1102464,Rudy                  ,Labrador Mix,4/16/2018,,
1102465,Pita                    ,Shepherd Mix,4/18/2018,,
1102466,Teddy                 ,Pug,4/18/2018,,
1102467,Sully                   ,Pug,4/18/2018,,
1102468,Eddie                 ,Japanese Chin,4/20/2018,,
1102469,Zoe                    ,German Shepherd Dog,4/20/2018,,
1102470,Minnie                ,Silky Terrier,4/20/2018,,
1102471,Sis                      ,Pit Bull Mix,4/23/2018,,
1102472,Jazz                   ,Jack Russell Terrier,4/23/2018,,
1102473,Oliver James      ,Dachshund,4/23/2018,,
1102474,Vienna               ,Pug,4/23/2018,,
1102475,Lucy                   ,Golden Retriever,4/23/2018,,
1102476,Genevieve         ,Labrador Mix,4/23/2018,,
1102477,Daisy                  ,Pit Bull Mix,3/26/2018,,
1102478,Johnny               ,Shih Tzu,4/24/2018,,
1102479,Storm                 ,Pomeranian,4/25/2018,,
1102480,Thor                   ,Rottweiler,4/26/2018,,
1102481,Cowboy              ,Border Collie,4/30/2018,,
1102482,Maddy                ,Labrador Mix,4/30/2018,,
1102483,Caroline             ,Dachshund,5/1/2018,,
1102484,Pearl                  ,Shih Tzu,5/1/2018,,
1102485,Yogi                   ,Golden Retriever,5/7/2018,,
1102486,Gizmo                ,Chihuahua,5/9/2018,,
1102487,Holstein              ,Border Collie,5/9/2018,,
1102488,Valerie               ,Boxer Mix,5/10/2018,,
1102489,Ally                     ,Labrador Mix,5/11/2018,,
1102490,Marty                  ,Labrador Mix,5/11/2018,,
1102491,Buddy                ,Beagle Mix,5/15/2018,,
1102493,Russell               ,Yorkshire Terrier,5/21/2018,,
1102494,Mama Bear        ,Pit Bull Mix,5/22/2018,,
1102495,Rosie                 ,Pug,5/23/2018,,
1102496,Myla                   ,Pitbull,5/23/2018,,
1102497,Waffles               ,Miniature Pinscher,5/25/2018,,
1102498,Skye                   ,Australian Cattle Dog,5/30/2018,,
1102499,Roscoe              ,American Bulldog,5/31/2018,,
1102500,Ragner Odinsson           ,Great Pyrenees,5/31/2018,,
1102501,Lily White           ,German Shepherd Dog,5/31/2018,,
1102502,"Kalifornia ""Kali"" Son         ",Pug,6/1/2018,,
1102503,Mickey               ,Maltese,6/4/2018,,
1102504,Cocoa Chanel    ,Boxer,6/4/2018,,
1102505,Kane                  ,Boxer Mix,6/4/2018,,
1102506,Miranda              ,Chihuahua,6/4/2018,,
1102507,Brady                 ,Coonhound,6/5/2018,,
1102508,Harry Hudson Brigham          ,Labradoodle,6/5/2018,,
1102509,Nala                   ,Labrador Retriever,6/11/2018,,
1102510,Shirley                ,Basset Hound,6/11/2018,,
1102511,Turbo                 ,Great Pyrenees,6/11/2018,,
1102512,San Dino            ,Rottweiler,6/12/2018,,
1102513,Kaine                 ,Pitbull,6/12/2018,,
1102514,Honey                ,Border Collie,6/12/2018,,
1102515,Rae                    ,Australian Cattle Dog,6/13/2018,,
1102516,Spencer             ,Terrier,6/18/2018,,
1102517,Sasha                ,Cane Corso,6/18/2018,,
1102518,Shadow              ,Labrador Mix,6/19/2018,,
1102519,Tye                     ,St. Bernard,6/21/2018,,
1102520,Lily                     ,Labrador Retriever,6/22/2018,,
